Test_Time,2025-07-18 03:00:04
Well,A6
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),25.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.827
Baseline_Std(N),0.002
Contact_Detected,True
Contact_Z(mm),-11.251
Force_Limit_Exceeded,True
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752821994.375,-9.501,1.832,0.005
1752821994.446,-9.531,1.834,0.007
1752821994.518,-9.589,1.826,-0.001
1752821994.590,-9.613,1.826,-0.001
1752821994.659,-9.640,1.830,0.003
1752821994.730,-9.690,1.820,-0.007
1752821994.800,-9.724,1.778,-0.049
1752821994.871,-9.750,1.681,-0.146
1752821994.942,-9.797,1.560,-0.267
1752821995.014,-9.837,1.480,-0.348
1752821995.085,-9.860,1.403,-0.425
1752821995.157,-9.905,1.345,-0.483
1752821995.229,-9.950,1.312,-0.516
1752821995.299,-9.964,1.266,-0.561
1752821995.372,-10.005,1.222,-0.605
1752821995.443,-10.055,1.222,-0.605
1752821995.513,-10.076,1.197,-0.630
1752821995.583,-10.118,1.181,-0.647
1752821995.655,-10.164,1.212,-0.615
1752821995.725,-10.186,1.197,-0.630
1752821995.796,-10.226,1.179,-0.649
1752821995.869,-10.271,1.197,-0.630
1752821995.940,-10.298,1.185,-0.642
1752821996.013,-10.335,1.187,-0.640
1752821996.084,-10.383,1.208,-0.620
1752821996.156,-10.411,1.222,-0.605
1752821996.228,-10.445,1.229,-0.599
1752821996.298,-10.490,1.195,-0.632
1752821996.368,-10.520,1.094,-0.734
1752821996.439,-10.554,0.977,-0.850
1752821996.507,-10.600,0.917,-0.910
1752821996.576,-10.631,0.909,-0.918
1752821996.645,-10.664,0.942,-0.885
1752821996.712,-10.705,1.000,-0.827
1752821996.781,-10.743,1.023,-0.804
1752821996.850,-10.771,1.002,-0.825
1752821996.920,-10.811,1.000,-0.827
1752821996.989,-10.854,1.067,-0.761
1752821997.059,-10.878,1.094,-0.734
1752821997.128,-10.919,1.087,-0.740
1752821997.199,-10.961,1.044,-0.783
1752821997.270,-10.988,0.957,-0.871
1752821997.340,-11.031,0.809,-1.018
1752821997.412,-11.073,0.714,-1.113
1752821997.485,-11.103,0.556,-1.271
1752821997.555,-11.143,0.299,-1.528
1752821997.624,-11.185,0.058,-1.769
1752821997.694,-11.210,-0.077,-1.904
1752821997.764,-11.251,-0.458,-2.286
1752821997.832,-11.293,-0.684,-2.512
1752821997.902,-11.319,-0.882,-2.709
1752821997.973,-11.361,-1.284,-3.111
1752821998.044,-11.404,-1.558,-3.385
1752821998.114,-11.433,-1.809,-3.636
1752821998.185,-11.470,-2.170,-3.997
1752821998.256,-11.514,-2.544,-4.371
1752821998.327,-11.545,-2.815,-4.643
1752821998.396,-11.584,-3.203,-5.031
1752821998.465,-11.623,-3.575,-5.402
1752821998.535,-11.656,-3.938,-5.765
1752821998.603,-11.691,-4.371,-6.199
1752821998.672,-11.733,-4.903,-6.730
1752821998.741,-11.768,-5.340,-7.168
1752821998.812,-11.800,-5.813,-7.641
1752821998.883,-11.845,-6.332,-8.159
1752821998.951,-11.881,-6.735,-8.562
1752821999.020,-11.910,-7.100,-8.927
1752821999.090,-11.954,-7.664,-9.492
1752821999.159,-11.991,-7.975,-9.803
1752821999.226,-12.021,-7.513,-9.340
1752821999.295,-12.063,-7.843,-9.670
1752821999.363,-12.100,-8.202,-10.029
1752821999.432,-12.133,-8.565,-10.392
1752821999.500,-12.171,-8.990,-10.817
1752821999.573,-12.210,-9.399,-11.226
1752821999.642,-12.248,-9.799,-11.627
1752821999.713,-12.283,-10.231,-12.058
1752821999.783,-12.320,-10.187,-12.015
1752821999.853,-12.360,-10.573,-12.400
1752821999.923,-12.398,-11.059,-12.886
1752821999.993,-12.433,-11.517,-13.344
1752822000.063,-12.470,-12.021,-13.849
1752822000.132,-12.510,-12.553,-14.380
1752822000.203,-12.548,-13.009,-14.836
1752822000.272,-12.581,-13.472,-15.299
1752822000.340,-12.619,-13.924,-15.751
1752822000.408,-12.658,-14.410,-16.237
1752822000.477,-12.693,-14.922,-16.749
1752822000.546,-12.728,-15.356,-17.183
1752822000.616,-12.769,-15.910,-17.737
1752822000.685,-12.805,-16.381,-18.208
1752822000.755,-12.838,-16.856,-18.683
1752822000.826,-12.878,-17.395,-19.222
1752822000.896,-12.916,-17.918,-19.745
1752822000.966,-12.951,-18.431,-20.258
1752822001.034,-12.989,-18.891,-20.718
1752822001.105,-13.029,-19.451,-21.279
1752822001.175,-13.068,-19.968,-21.795
1752822001.246,-13.101,-20.381,-22.208
1752822001.317,-13.140,-20.649,-22.476
1752822001.387,-13.183,-20.568,-22.395
1752822001.457,-13.211,-20.518,-22.345
1752822001.531,-13.249,-21.151,-22.978
1752822001.603,-13.295,-21.705,-23.532
1752822001.675,-13.320,-22.053,-23.880
1752822001.744,-13.361,-22.754,-24.582
1752822001.814,-13.405,-23.333,-25.161
