Test_Time,2025-07-18 03:02:14
Well,D6
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),25.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.810
Baseline_Std(N),0.005
Contact_Detected,True
Contact_Z(mm),-13.281
Force_Limit_Exceeded,False
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752822121.248,-9.501,1.816,0.005
1752822121.316,-9.530,1.805,-0.005
1752822121.384,-9.585,1.809,-0.001
1752822121.453,-9.611,1.807,-0.003
1752822121.525,-9.641,1.807,-0.003
1752822121.593,-9.690,1.814,0.003
1752822121.663,-9.724,1.814,0.003
1752822121.731,-9.751,1.809,-0.001
1752822121.802,-9.797,1.814,0.003
1752822121.872,-9.833,1.803,-0.007
1752822121.940,-9.864,1.812,0.001
1752822122.008,-9.908,1.814,0.003
1752822122.077,-9.943,1.812,0.001
1752822122.146,-9.978,1.814,0.003
1752822122.214,-10.018,1.809,-0.001
1752822122.282,-10.053,1.814,0.003
1752822122.350,-10.090,1.805,-0.005
1752822122.418,-10.125,1.809,-0.001
1752822122.486,-10.163,1.809,-0.001
1752822122.554,-10.201,1.814,0.003
1752822122.621,-10.231,1.818,0.007
1752822122.689,-10.271,1.812,0.001
1752822122.757,-10.310,1.809,-0.001
1752822122.825,-10.341,1.818,0.007
1752822122.893,-10.379,1.809,-0.001
1752822122.961,-10.418,1.812,0.001
1752822123.029,-10.450,1.809,-0.001
1752822123.097,-10.485,1.820,0.010
1752822123.166,-10.525,1.812,0.001
1752822123.234,-10.560,1.807,-0.003
1752822123.302,-10.598,1.809,-0.001
1752822123.370,-10.633,1.812,0.001
1752822123.467,-10.670,1.814,0.003
1752822123.540,-10.724,1.803,-0.007
1752822123.609,-10.739,1.809,-0.001
1752822123.677,-10.778,1.807,-0.003
1752822123.744,-10.824,1.816,0.005
1752822123.812,-10.853,1.814,0.003
1752822123.880,-10.885,1.805,-0.005
1752822123.950,-10.930,1.807,-0.003
1752822124.018,-10.961,1.809,-0.001
1752822124.086,-10.993,1.807,-0.003
1752822124.154,-11.038,1.809,-0.001
1752822124.222,-11.069,1.814,0.003
1752822124.290,-11.104,1.816,0.005
1752822124.358,-11.144,1.816,0.005
1752822124.426,-11.176,1.820,0.010
1752822124.494,-11.215,1.809,-0.001
1752822124.563,-11.255,1.812,0.001
1752822124.632,-11.289,1.812,0.001
1752822124.701,-11.325,1.812,0.001
1752822124.771,-11.368,1.814,0.003
1752822124.841,-11.403,1.805,-0.005
1752822124.910,-11.436,1.809,-0.001
1752822124.980,-11.476,1.816,0.005
1752822125.047,-11.513,1.814,0.003
1752822125.115,-11.543,1.812,0.001
1752822125.183,-11.585,1.818,0.007
1752822125.253,-11.621,1.814,0.003
1752822125.324,-11.655,1.814,0.003
1752822125.394,-11.696,1.812,0.001
1752822125.464,-11.734,1.809,-0.001
1752822125.533,-11.764,1.814,0.003
1752822125.604,-11.804,1.812,0.001
1752822125.675,-11.845,1.807,-0.003
1752822125.746,-11.878,1.789,-0.022
1752822125.816,-11.918,1.795,-0.015
1752822125.885,-11.955,1.799,-0.011
1752822125.956,-11.990,1.795,-0.015
1752822126.029,-12.029,1.789,-0.022
1752822126.099,-12.070,1.787,-0.024
1752822126.170,-12.101,1.791,-0.020
1752822126.238,-12.140,1.793,-0.017
1752822126.306,-12.181,1.789,-0.022
1752822126.376,-12.214,1.791,-0.020
1752822126.444,-12.250,1.785,-0.026
1752822126.512,-12.293,1.787,-0.024
1752822126.582,-12.326,1.789,-0.022
1752822126.653,-12.360,1.791,-0.020
1752822126.724,-12.401,1.789,-0.022
1752822126.794,-12.438,1.785,-0.026
1752822126.865,-12.469,1.726,-0.084
1752822126.934,-12.509,1.635,-0.175
1752822127.004,-12.548,1.585,-0.225
1752822127.075,-12.581,1.527,-0.283
1752822127.144,-12.620,1.494,-0.316
1752822127.212,-12.655,1.467,-0.343
1752822127.282,-12.691,1.403,-0.407
1752822127.353,-12.733,1.386,-0.424
1752822127.424,-12.764,1.303,-0.507
1752822127.495,-12.800,1.218,-0.592
1752822127.565,-12.845,1.183,-0.627
1752822127.636,-12.878,1.195,-0.615
1752822127.706,-12.914,1.197,-0.613
1752822127.775,-12.955,1.293,-0.517
1752822127.846,-12.989,1.320,-0.490
1752822127.916,-13.024,1.264,-0.547
1752822127.988,-13.063,1.218,-0.592
1752822128.059,-13.101,1.146,-0.665
1752822128.129,-13.134,0.994,-0.816
1752822128.200,-13.171,0.731,-1.080
1752822128.268,-13.213,0.407,-1.403
1752822128.338,-13.246,0.104,-1.706
1752822128.406,-13.281,-0.249,-2.059
1752822128.475,-13.319,-0.660,-2.470
1752822128.544,-13.355,-1.025,-2.835
1752822128.612,-13.393,-1.463,-3.273
1752822128.680,-13.426,-1.828,-3.638
1752822128.749,-13.465,-2.338,-4.148
1752822128.817,-13.504,-2.817,-4.628
1752822128.885,-13.533,-3.133,-4.943
1752822128.953,-13.575,-3.714,-5.524
1752822129.021,-13.613,-4.164,-5.974
1752822129.089,-13.644,-4.575,-6.385
1752822129.157,-13.683,-5.067,-6.877
1752822129.225,-13.721,-5.527,-7.337
1752822129.293,-13.754,-5.917,-7.728
1752822129.360,-13.789,-6.334,-8.145
1752822129.428,-13.829,-6.851,-8.661
1752822129.497,-13.863,-7.216,-9.026
1752822129.566,-13.901,-7.693,-9.504
1752822129.634,-13.936,-8.090,-9.900
1752822129.702,-13.973,-8.500,-10.311
1752822129.770,-14.013,-8.851,-10.661
1752822129.838,-14.049,-9.258,-11.068
1752822129.906,-14.080,-9.706,-11.516
1752822129.974,-14.123,-10.285,-12.095
1752822130.042,-14.159,-10.679,-12.489
1752822130.111,-14.193,-11.158,-12.969
1752822130.181,-14.231,-11.691,-13.502
1752822130.249,-14.270,-12.196,-14.006
1752822130.317,-14.300,-12.571,-14.381
1752822130.385,-14.341,-13.219,-15.029
1752822130.455,-14.380,-13.723,-15.533
1752822130.523,-14.413,-14.198,-16.008
1752822130.591,-14.451,-14.795,-16.606
1752822130.659,-14.490,-15.318,-17.129
1752822130.728,-14.524,-15.837,-17.647
1752822130.798,-14.560,-16.366,-18.176
1752822130.867,-14.603,-16.997,-18.807
1752822130.936,-14.636,-17.516,-19.326
1752822131.006,-14.670,-18.045,-19.855
1752822131.075,-14.710,-18.636,-20.446
1752822131.144,-14.746,-19.165,-20.975
1752822131.213,-14.783,-19.787,-21.598
1752822131.284,-14.819,-19.300,-21.110
1752822131.353,-14.859,-19.727,-21.538
1752822131.423,-14.891,-20.227,-22.038
