Test_Time,2025-07-18 03:00:36
Well,C6
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),25.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.818
Baseline_Std(N),0.003
Contact_Detected,True
Contact_Z(mm),-11.108
Force_Limit_Exceeded,True
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752822026.616,-9.501,1.816,-0.002
1752822026.687,-9.530,1.812,-0.006
1752822026.757,-9.586,1.814,-0.004
1752822026.826,-9.610,1.820,0.002
1752822026.895,-9.641,1.814,-0.004
1752822026.966,-9.690,1.814,-0.004
1752822027.038,-9.723,1.814,-0.004
1752822027.108,-9.754,1.818,0.000
1752822027.178,-9.800,1.816,-0.002
1752822027.248,-9.834,1.812,-0.006
1752822027.317,-9.864,1.814,-0.004
1752822027.386,-9.908,1.814,-0.004
1752822027.454,-9.943,1.816,-0.002
1752822027.522,-9.975,1.818,0.000
1752822027.591,-10.015,1.809,-0.008
1752822027.660,-10.051,1.814,-0.004
1752822027.728,-10.086,1.820,0.002
1752822027.798,-10.123,1.822,0.004
1752822027.866,-10.161,1.818,0.000
1752822027.934,-10.198,1.803,-0.015
1752822028.002,-10.230,1.780,-0.037
1752822028.070,-10.271,1.743,-0.075
1752822028.138,-10.308,1.729,-0.089
1752822028.206,-10.343,1.697,-0.120
1752822028.274,-10.380,1.662,-0.156
1752822028.343,-10.418,1.629,-0.189
1752822028.411,-10.454,1.594,-0.224
1752822028.479,-10.488,1.558,-0.259
1752822028.546,-10.526,1.496,-0.322
1752822028.614,-10.564,1.451,-0.367
1752822028.683,-10.599,1.401,-0.417
1752822028.751,-10.635,1.359,-0.459
1752822028.819,-10.674,1.282,-0.535
1752822028.887,-10.710,1.229,-0.589
1752822028.957,-10.743,1.156,-0.662
1752822029.026,-10.784,1.054,-0.764
1752822029.098,-10.821,0.971,-0.847
1752822029.168,-10.853,0.888,-0.930
1752822029.237,-10.893,0.755,-1.062
1752822029.305,-10.931,0.614,-1.203
1752822029.373,-10.964,0.469,-1.349
1752822029.441,-11.001,0.280,-1.537
1752822029.509,-11.040,0.098,-1.720
1752822029.577,-11.074,-0.060,-1.878
1752822029.644,-11.108,-0.245,-2.062
1752822029.731,-11.148,-0.512,-2.330
1752822029.800,-11.194,-0.724,-2.542
1752822029.868,-11.218,-0.880,-2.697
1752822029.936,-11.259,-1.326,-3.143
1752822030.004,-11.301,-1.585,-3.403
1752822030.072,-11.326,-1.774,-3.592
1752822030.140,-11.368,-2.239,-4.056
1752822030.208,-11.409,-2.550,-4.368
1752822030.276,-11.435,-2.743,-4.560
1752822030.344,-11.475,-3.220,-5.038
1752822030.412,-11.515,-3.560,-5.378
1752822030.481,-11.543,-3.791,-5.608
1752822030.552,-11.583,-4.210,-6.027
1752822030.622,-11.624,-4.610,-6.428
1752822030.692,-11.654,-4.936,-6.754
1752822030.762,-11.694,-5.457,-7.274
1752822030.833,-11.736,-5.917,-7.735
1752822030.903,-11.763,-6.152,-7.969
1752822030.972,-11.803,-6.739,-8.557
1752822031.042,-11.844,-7.152,-8.970
1752822031.114,-11.874,-7.488,-9.306
1752822031.187,-11.915,-8.071,-9.889
1752822031.257,-11.959,-8.517,-10.335
1752822031.328,-11.984,-8.799,-10.617
1752822031.399,-12.028,-9.455,-11.273
1752822031.469,-12.070,-9.905,-11.723
1752822031.539,-12.091,-10.106,-11.924
1752822031.609,-12.136,-10.874,-12.692
1752822031.679,-12.178,-11.291,-13.109
1752822031.749,-12.200,-11.606,-13.424
1752822031.819,-12.246,-12.393,-14.211
1752822031.889,-12.286,-12.849,-14.667
1752822031.959,-12.311,-13.223,-15.040
1752822032.030,-12.353,-13.901,-15.719
1752822032.101,-12.395,-14.380,-16.198
1752822032.170,-12.423,-14.833,-16.651
1752822032.240,-12.464,-15.555,-17.373
1752822032.310,-12.506,-16.144,-17.962
1752822032.394,-12.536,-16.636,-18.454
1752822032.468,-12.589,-17.435,-19.252
1752822032.539,-12.620,-17.821,-19.638
1752822032.608,-12.650,-18.372,-20.190
1752822032.676,-12.698,-19.146,-20.964
1752822032.745,-12.729,-19.574,-21.392
1752822032.816,-12.758,-20.047,-21.865
1752822032.886,-12.804,-20.804,-22.622
1752822032.956,-12.841,-21.256,-23.074
1752822033.027,-12.866,-21.512,-23.329
1752822033.096,-12.913,-21.437,-23.255
1752822033.165,-12.950,-21.368,-23.186
1752822033.235,-12.978,-21.678,-23.495
1752822033.306,-13.023,-22.493,-24.311
1752822033.376,-13.061,-23.030,-24.848
1752822033.445,-13.085,-23.385,-25.203
