Test_Time,2025-07-18 03:03:32
Well,F5
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),25.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.804
Baseline_Std(N),0.003
Contact_Detected,True
Contact_Z(mm),-12.305
Force_Limit_Exceeded,True
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752822200.842,-9.501,1.803,-0.001
1752822200.911,-9.529,1.809,0.005
1752822200.979,-9.585,1.807,0.003
1752822201.048,-9.611,1.803,-0.001
1752822201.116,-9.640,1.809,0.005
1752822201.186,-9.688,1.805,0.001
1752822201.256,-9.723,1.805,0.001
1752822201.324,-9.749,1.803,-0.001
1752822201.392,-9.794,1.805,0.001
1752822201.461,-9.833,1.812,0.007
1752822201.531,-9.861,1.805,0.001
1752822201.599,-9.906,1.807,0.003
1752822201.667,-9.944,1.805,0.001
1752822201.735,-9.968,1.805,0.001
1752822201.803,-10.010,1.801,-0.003
1752822201.873,-10.055,1.805,0.001
1752822201.942,-10.080,1.807,0.003
1752822202.010,-10.119,1.812,0.007
1752822202.078,-10.161,1.814,0.010
1752822202.146,-10.188,1.805,0.001
1752822202.214,-10.225,1.814,0.010
1752822202.282,-10.268,1.805,0.001
1752822202.350,-10.295,1.809,0.005
1752822202.418,-10.331,1.809,0.005
1752822202.486,-10.374,1.805,0.001
1752822202.555,-10.409,1.805,0.001
1752822202.622,-10.441,1.812,0.007
1752822202.690,-10.480,1.812,0.007
1752822202.758,-10.516,1.812,0.007
1752822202.826,-10.550,1.807,0.003
1752822202.894,-10.591,1.807,0.003
1752822202.962,-10.628,1.812,0.007
1752822203.032,-10.658,1.807,0.003
1752822203.102,-10.703,1.812,0.007
1752822203.172,-10.739,1.812,0.007
1752822203.241,-10.766,1.816,0.012
1752822203.313,-10.810,1.809,0.005
1752822203.383,-10.849,1.809,0.005
1752822203.451,-10.879,1.812,0.007
1752822203.520,-10.921,1.809,0.005
1752822203.590,-10.960,1.805,0.001
1752822203.657,-10.985,1.805,0.001
1752822203.726,-11.025,1.809,0.005
1752822203.820,-11.073,1.809,0.005
1752822203.899,-11.105,1.801,-0.003
1752822203.969,-11.139,1.812,0.007
1752822204.037,-11.180,1.805,0.001
1752822204.105,-11.214,1.812,0.007
1752822204.173,-11.250,1.814,0.010
1752822204.240,-11.286,1.818,0.014
1752822204.308,-11.321,1.805,0.001
1752822204.376,-11.360,1.807,0.003
1752822204.444,-11.398,1.809,0.005
1752822204.513,-11.428,1.812,0.007
1752822204.581,-11.470,1.805,0.001
1752822204.649,-11.508,1.816,0.012
1752822204.717,-11.539,1.814,0.010
1752822204.786,-11.578,1.805,0.001
1752822204.854,-11.618,1.816,0.012
1752822204.922,-11.650,1.809,0.005
1752822204.990,-11.685,1.812,0.007
1752822205.058,-11.726,1.812,0.007
1752822205.126,-11.760,1.801,-0.003
1752822205.193,-11.791,1.797,-0.007
1752822205.262,-11.834,1.791,-0.013
1752822205.331,-11.869,1.789,-0.015
1752822205.400,-11.903,1.774,-0.030
1752822205.468,-11.943,1.749,-0.055
1752822205.536,-11.979,1.714,-0.090
1752822205.603,-12.014,1.621,-0.183
1752822205.671,-12.049,1.519,-0.285
1752822205.738,-12.088,1.428,-0.376
1752822205.806,-12.124,1.336,-0.468
1752822205.876,-12.160,1.146,-0.659
1752822205.944,-12.195,0.841,-0.964
1752822206.014,-12.234,0.334,-1.470
1752822206.085,-12.273,-0.139,-1.943
1752822206.154,-12.305,-0.560,-2.364
1752822206.222,-12.341,-1.068,-2.872
1752822206.290,-12.381,-1.575,-3.379
1752822206.358,-12.415,-2.060,-3.864
1752822206.427,-12.454,-2.691,-4.495
1752822206.495,-12.490,-3.205,-5.009
1752822206.564,-12.526,-3.820,-5.624
1752822206.634,-12.561,-4.392,-6.196
1752822206.703,-12.601,-4.973,-6.777
1752822206.773,-12.639,-5.492,-7.296
1752822206.842,-12.670,-5.944,-7.748
1752822206.911,-12.709,-6.546,-8.350
1752822206.982,-12.748,-6.984,-8.788
1752822207.052,-12.783,-7.378,-9.182
1752822207.121,-12.819,-7.801,-9.605
1752822207.191,-12.860,-8.407,-10.211
1752822207.260,-12.898,-8.919,-10.724
1752822207.330,-12.930,-9.417,-11.222
1752822207.398,-12.969,-9.990,-11.794
1752822207.470,-13.008,-10.559,-12.363
1752822207.540,-13.044,-11.071,-12.875
1752822207.609,-13.081,-11.650,-13.454
1752822207.679,-13.116,-12.181,-13.985
1752822207.748,-13.155,-12.772,-14.577
1752822207.817,-13.189,-13.219,-15.023
1752822207.886,-13.228,-13.804,-15.608
1752822207.955,-13.261,-14.318,-16.122
1752822208.024,-13.299,-14.926,-16.730
1752822208.094,-13.340,-15.590,-17.394
1752822208.164,-13.376,-16.173,-17.977
1752822208.232,-13.410,-16.756,-18.560
1752822208.301,-13.448,-17.352,-19.156
1752822208.370,-13.486,-17.960,-19.764
1752822208.439,-13.523,-18.540,-20.345
1752822208.507,-13.556,-19.092,-20.896
1752822208.575,-13.598,-19.804,-21.608
1752822208.645,-13.634,-20.393,-22.197
1752822208.714,-13.664,-20.920,-22.724
1752822208.782,-13.709,-21.524,-23.328
1752822208.851,-13.745,-21.570,-23.374
1752822208.920,-13.771,-21.705,-23.509
1752822208.988,-13.814,-21.954,-23.758
1752822209.057,-13.859,-22.362,-24.166
1752822209.128,-13.879,-22.765,-24.569
1752822209.196,-13.925,-23.703,-25.507
