Test_Time,2025-07-18 03:01:55
Well,D5
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),25.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.815
Baseline_Std(N),0.002
Contact_Detected,True
Contact_Z(mm),-12.759
Force_Limit_Exceeded,True
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752822102.183,-9.501,1.814,-0.001
1752822102.258,-9.531,1.818,0.003
1752822102.339,-9.589,1.816,0.001
1752822102.407,-9.619,1.818,0.003
1752822102.475,-9.639,1.814,-0.001
1752822102.542,-9.688,1.816,0.001
1752822102.610,-9.728,1.814,-0.001
1752822102.678,-9.749,1.814,-0.001
1752822102.745,-9.791,1.812,-0.003
1752822102.813,-9.836,1.812,-0.003
1752822102.881,-9.859,1.814,-0.001
1752822102.949,-9.903,1.816,0.001
1752822103.017,-9.944,1.812,-0.003
1752822103.085,-9.968,1.814,-0.001
1752822103.155,-10.010,1.814,-0.001
1752822103.223,-10.051,1.816,0.001
1752822103.291,-10.076,1.814,-0.001
1752822103.359,-10.118,1.812,-0.003
1752822103.427,-10.158,1.818,0.003
1752822103.495,-10.185,1.814,-0.001
1752822103.563,-10.224,1.809,-0.005
1752822103.631,-10.264,1.814,-0.001
1752822103.699,-10.293,1.820,0.005
1752822103.768,-10.335,1.818,0.003
1752822103.836,-10.375,1.809,-0.005
1752822103.904,-10.405,1.816,0.001
1752822103.973,-10.445,1.805,-0.010
1752822104.042,-10.486,1.809,-0.005
1752822104.110,-10.518,1.803,-0.012
1752822104.178,-10.555,1.803,-0.012
1752822104.245,-10.595,1.805,-0.010
1752822104.313,-10.628,1.803,-0.012
1752822104.381,-10.663,1.793,-0.022
1752822104.449,-10.704,1.785,-0.030
1752822104.517,-10.736,1.766,-0.049
1752822104.585,-10.769,1.762,-0.053
1752822104.653,-10.811,1.764,-0.051
1752822104.720,-10.844,1.758,-0.057
1752822104.787,-10.879,1.743,-0.072
1752822104.855,-10.921,1.741,-0.074
1752822104.923,-10.955,1.733,-0.082
1752822104.991,-10.986,1.724,-0.090
1752822105.059,-11.030,1.729,-0.086
1752822105.127,-11.064,1.731,-0.084
1752822105.197,-11.099,1.722,-0.093
1752822105.265,-11.139,1.720,-0.095
1752822105.333,-11.174,1.726,-0.088
1752822105.401,-11.211,1.737,-0.078
1752822105.469,-11.246,1.743,-0.072
1752822105.537,-11.284,1.724,-0.090
1752822105.605,-11.323,1.639,-0.176
1752822105.672,-11.353,1.484,-0.331
1752822105.740,-11.393,1.148,-0.667
1752822105.808,-11.431,0.932,-0.883
1752822105.876,-11.463,1.204,-0.611
1752822105.944,-11.500,1.374,-0.441
1752822106.012,-11.540,1.413,-0.402
1752822106.092,-11.573,1.197,-0.617
1752822106.160,-11.615,0.913,-0.902
1752822106.228,-11.650,0.992,-0.823
1752822106.296,-11.685,1.195,-0.620
1752822106.365,-11.724,1.258,-0.557
1752822106.435,-11.760,1.305,-0.510
1752822106.506,-11.799,1.322,-0.493
