Test_Time,2025-07-18 03:01:15
Well,B5
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),25.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.807
Baseline_Std(N),0.003
Contact_Detected,True
Contact_Z(mm),-14.011
Force_Limit_Exceeded,False
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752822061.902,-9.501,1.807,0.000
1752822061.972,-9.530,1.807,0.000
1752822062.040,-9.586,1.809,0.002
1752822062.111,-9.613,1.805,-0.002
1752822062.180,-9.643,1.816,0.008
1752822062.249,-9.693,1.809,0.002
1752822062.318,-9.726,1.807,0.000
1752822062.389,-9.752,1.814,0.006
1752822062.459,-9.801,1.807,0.000
1752822062.529,-9.836,1.805,-0.002
1752822062.598,-9.866,1.814,0.006
1752822062.666,-9.913,1.809,0.002
1752822062.734,-9.946,1.805,-0.002
1752822062.804,-9.974,1.812,0.004
1752822062.874,-10.018,1.814,0.006
1752822062.944,-10.058,1.812,0.004
1752822063.014,-10.087,1.812,0.004
1752822063.084,-10.125,1.814,0.006
1752822063.153,-10.167,1.816,0.008
1752822063.222,-10.199,1.816,0.008
1752822063.291,-10.235,1.809,0.002
1752822063.359,-10.278,1.809,0.002
1752822063.427,-10.310,1.814,0.006
1752822063.496,-10.344,1.809,0.002
1752822063.566,-10.388,1.807,0.000
1752822063.637,-10.421,1.809,0.002
1752822063.721,-10.455,1.816,0.008
1752822063.788,-10.505,1.797,-0.010
1752822063.857,-10.533,1.785,-0.023
1752822063.924,-10.565,1.749,-0.058
1752822063.993,-10.610,1.729,-0.079
1752822064.060,-10.649,1.702,-0.106
1752822064.129,-10.676,1.699,-0.108
1752822064.197,-10.719,1.689,-0.118
1752822064.265,-10.758,1.693,-0.114
1752822064.333,-10.786,1.681,-0.127
1752822064.400,-10.826,1.687,-0.120
1752822064.471,-10.865,1.687,-0.120
1752822064.538,-10.896,1.668,-0.139
1752822064.606,-10.934,1.656,-0.151
1752822064.674,-10.974,1.660,-0.147
1752822064.741,-11.006,1.685,-0.122
1752822064.810,-11.040,1.708,-0.100
1752822064.878,-11.081,1.718,-0.089
1752822064.945,-11.115,1.720,-0.087
1752822065.013,-11.145,1.699,-0.108
1752822065.082,-11.188,1.708,-0.100
1752822065.149,-11.223,1.743,-0.064
1752822065.217,-11.255,1.753,-0.054
1752822065.285,-11.294,1.758,-0.050
1752822065.356,-11.330,1.753,-0.054
1752822065.424,-11.366,1.683,-0.124
1752822065.492,-11.401,1.409,-0.398
1752822065.559,-11.440,1.162,-0.645
1752822065.628,-11.478,1.270,-0.537
1752822065.695,-11.514,1.179,-0.629
