Test_Time,2025-07-15 19:55:32
Well,C6
Target_Z(mm),-15.000
Force_Limit(N),45.0
Force_Exceeded,False
Stop_Z(mm),N/A
Sampling_Period(ms),10
Well_X(mm),115.000
Well_Y(mm),103.500

Timestamp(s),Z_Position(mm),Force(N),Movement
0.011,-0.065,2.114,Down
0.234,-0.243,2.112,Down
0.341,-0.536,2.114,Down
0.447,-0.888,2.121,Down
0.552,-1.237,2.106,Down
0.659,-1.594,2.117,Down
0.766,-1.950,2.108,Down
0.868,-2.290,2.114,Down
0.975,-2.646,2.108,Down
1.079,-2.994,2.104,Down
1.186,-3.351,2.117,Down
1.290,-3.694,2.114,Down
1.394,-4.043,2.117,Down
1.501,-4.398,2.112,Down
1.605,-4.745,2.110,Down
1.712,-5.100,2.117,Down
1.819,-5.456,2.114,Down
1.923,-5.805,2.119,Down
2.027,-6.149,2.100,Down
2.133,-6.505,2.112,Down
2.240,-6.860,2.112,Down
2.347,-7.218,2.119,Down
2.450,-7.559,2.108,Down
2.554,-7.906,2.094,Down
2.661,-8.261,2.110,Down
2.768,-8.618,2.112,Down
2.874,-8.974,2.110,Down
2.979,-9.321,2.123,Down
3.083,-9.669,2.123,Down
3.190,-10.026,2.114,Down
3.295,-10.375,2.112,Down
3.398,-10.720,2.117,Down
3.501,-11.060,1.957,Down
3.608,-11.416,0.892,Down
3.715,-11.774,0.284,Down
3.822,-12.131,-0.601,Down
3.928,-12.484,-0.855,Down
4.032,-12.831,-0.797,Down
4.140,-13.190,-0.981,Down
4.247,-13.546,-1.064,Down
4.351,-13.893,-1.060,Down
4.457,-14.245,-0.996,Down
4.563,-14.589,-0.915,Down
4.669,-14.836,-0.832,Down
4.776,-14.973,-0.813,Down
4.983,0.000,-0.666,Up
