Test_Time,2025-07-18 03:06:45
Well,A6
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),25.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.824
Baseline_Std(N),0.001
Contact_Detected,True
Contact_Z(mm),-11.438
Force_Limit_Exceeded,True
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752822394.715,-9.501,1.826,0.002
1752822394.785,-9.531,1.828,0.004
1752822394.856,-9.587,1.824,0.000
1752822394.929,-9.611,1.826,0.002
1752822394.999,-9.648,1.824,0.000
1752822395.068,-9.695,1.822,-0.002
1752822395.138,-9.721,1.832,0.008
1752822395.208,-9.760,1.826,0.002
1752822395.278,-9.805,1.826,0.002
1752822395.348,-9.834,1.824,0.000
1752822395.418,-9.874,1.826,0.002
1752822395.489,-9.914,1.828,0.004
1752822395.559,-9.945,1.824,0.000
1752822395.629,-9.985,1.826,0.002
1752822395.700,-10.025,1.818,-0.006
1752822395.771,-10.061,1.822,-0.002
1752822395.841,-10.100,1.828,0.004
1752822395.911,-10.135,1.828,0.004
1752822395.982,-10.176,1.820,-0.004
1752822396.052,-10.211,1.820,-0.004
1752822396.123,-10.245,1.828,0.004
1752822396.194,-10.284,1.822,-0.002
1752822396.265,-10.323,1.828,0.004
1752822396.337,-10.360,1.828,0.004
1752822396.407,-10.396,1.826,0.002
1752822396.477,-10.433,1.830,0.006
1752822396.547,-10.475,1.820,-0.004
1752822396.619,-10.506,1.828,0.004
1752822396.690,-10.543,1.826,0.002
1752822396.761,-10.589,1.826,0.002
1752822396.832,-10.615,1.824,0.000
1752822396.903,-10.654,1.828,0.004
1752822396.974,-10.699,1.824,0.000
1752822397.045,-10.728,1.824,0.000
1752822397.116,-10.769,1.828,0.004
1752822397.187,-10.809,1.830,0.006
1752822397.257,-10.841,1.824,0.000
1752822397.328,-10.883,1.824,0.000
1752822397.399,-10.924,1.828,0.004
1752822397.469,-10.953,1.826,0.002
1752822397.540,-10.994,1.822,-0.002
1752822397.611,-11.036,1.816,-0.008
1752822397.681,-11.068,1.756,-0.068
1752822397.751,-11.101,1.664,-0.160
1752822397.824,-11.148,1.521,-0.303
1752822397.894,-11.183,1.399,-0.425
1752822397.964,-11.214,1.189,-0.635
1752822398.035,-11.258,0.915,-0.909
1752822398.106,-11.295,0.741,-1.083
1752822398.176,-11.324,0.527,-1.297
1752822398.247,-11.368,0.179,-1.645
1752822398.315,-11.405,-0.072,-1.896
1752822398.385,-11.438,-0.346,-2.170
1752822398.456,-11.479,-0.718,-2.542
1752822398.526,-11.519,-1.006,-2.830
1752822398.596,-11.548,-1.236,-3.060
1752822398.667,-11.589,-1.647,-3.471
1752822398.738,-11.631,-1.996,-3.820
1752822398.809,-11.663,-2.311,-4.135
1752822398.879,-11.704,-2.766,-4.590
1752822398.948,-11.740,-3.110,-4.934
1752822399.020,-11.776,-3.488,-5.312
1752822399.089,-11.814,-3.907,-5.731
1752822399.160,-11.854,-4.313,-6.137
1752822399.230,-11.886,-4.660,-6.484
1752822399.300,-11.924,-5.054,-6.878
1752822399.370,-11.966,-5.511,-7.335
1752822399.439,-12.000,-5.874,-7.698
1752822399.508,-12.035,-6.324,-8.148
1752822399.578,-12.080,-6.828,-8.652
1752822399.648,-12.108,-7.116,-8.940
1752822399.717,-12.144,-7.573,-9.397
1752822399.787,-12.189,-8.100,-9.924
1752822399.855,-12.218,-8.405,-10.229
1752822399.926,-12.254,-8.893,-10.717
1752822399.996,-12.299,-9.426,-11.250
1752822400.066,-12.330,-9.776,-11.600
1752822400.136,-12.366,-10.252,-12.076
1752822400.205,-12.406,-10.741,-12.565
1752822400.276,-12.440,-11.164,-12.988
1752822400.346,-12.475,-11.633,-13.457
1752822400.417,-12.519,-12.160,-13.984
1752822400.488,-12.554,-12.604,-14.428
1752822400.559,-12.588,-13.080,-14.904
1752822400.629,-12.630,-13.577,-15.401
1752822400.700,-12.666,-14.038,-15.862
1752822400.768,-12.698,-14.468,-16.292
1752822400.836,-12.736,-15.071,-16.895
1752822400.905,-12.775,-15.571,-17.395
1752822400.977,-12.810,-16.076,-17.900
1752822401.049,-12.848,-16.646,-18.470
1752822401.119,-12.890,-17.196,-19.020
1752822401.188,-12.920,-17.615,-19.439
1752822401.257,-12.956,-18.175,-19.999
1752822401.328,-13.000,-18.727,-20.551
1752822401.398,-13.033,-19.157,-20.981
1752822401.467,-13.066,-19.667,-21.491
1752822401.538,-13.108,-20.200,-22.024
1752822401.608,-13.143,-20.615,-22.439
1752822401.679,-13.175,-21.018,-22.842
1752822401.750,-13.221,-21.350,-23.174
1752822401.820,-13.258,-21.335,-23.159
1752822401.891,-13.288,-21.348,-23.172
1752822401.963,-13.333,-21.943,-23.767
1752822402.035,-13.371,-22.454,-24.278
1752822402.105,-13.399,-22.931,-24.755
1752822402.175,-13.444,-23.624,-25.448
