Test_Time,2025-07-18 03:10:29
Well,F4
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),25.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.822
Baseline_Std(N),0.004
Contact_Detected,True
Contact_Z(mm),-11.984
Force_Limit_Exceeded,True
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752822618.584,-9.501,1.822,0.000
1752822618.654,-9.530,1.820,-0.002
1752822618.724,-9.586,1.824,0.002
1752822618.795,-9.614,1.822,0.000
1752822618.864,-9.638,1.822,0.000
1752822618.934,-9.686,1.822,0.000
1752822619.006,-9.726,1.818,-0.004
1752822619.076,-9.741,1.822,0.000
1752822619.144,-9.781,1.822,0.000
1752822619.213,-9.829,1.826,0.004
1752822619.281,-9.851,1.822,0.000
1752822619.349,-9.888,1.820,-0.002
1752822619.417,-9.933,1.826,0.004
1752822619.486,-9.962,1.820,-0.002
1752822619.556,-9.998,1.826,0.004
1752822619.627,-10.044,1.828,0.006
1752822619.698,-10.075,1.818,-0.004
1752822619.769,-10.111,1.820,-0.002
1752822619.838,-10.154,1.826,0.004
1752822619.908,-10.188,1.820,-0.002
1752822619.977,-10.223,1.828,0.006
1752822620.047,-10.261,1.822,0.000
1752822620.118,-10.298,1.818,-0.004
1752822620.191,-10.336,1.807,-0.015
1752822620.260,-10.374,1.778,-0.044
1752822620.331,-10.408,1.758,-0.064
1752822620.401,-10.445,1.724,-0.098
1752822620.470,-10.485,1.714,-0.108
1752822620.539,-10.520,1.687,-0.135
1752822620.609,-10.555,1.673,-0.149
1752822620.679,-10.598,1.662,-0.160
1752822620.749,-10.629,1.666,-0.156
1752822620.817,-10.663,1.664,-0.158
1752822620.885,-10.706,1.681,-0.141
1752822620.953,-10.738,1.689,-0.133
1752822621.021,-10.770,1.681,-0.141
1752822621.089,-10.814,1.693,-0.129
1752822621.157,-10.845,1.681,-0.141
1752822621.227,-10.881,1.660,-0.162
1752822621.295,-10.921,1.681,-0.141
1752822621.363,-10.954,1.697,-0.124
1752822621.431,-10.988,1.697,-0.124
1752822621.498,-11.029,1.710,-0.112
1752822621.566,-11.061,1.716,-0.106
1752822621.634,-11.099,1.720,-0.102
1752822621.703,-11.140,1.726,-0.095
1752822621.772,-11.174,1.722,-0.100
1752822621.840,-11.209,1.716,-0.106
1752822621.908,-11.251,1.712,-0.110
1752822621.975,-11.285,1.637,-0.185
1752822622.043,-11.316,1.459,-0.363
1752822622.113,-11.360,1.222,-0.600
1752822622.181,-11.395,1.116,-0.705
1752822622.250,-11.430,1.009,-0.813
1752822622.321,-11.470,0.884,-0.938
1752822622.391,-11.508,0.899,-0.923
1752822622.461,-11.540,0.940,-0.882
1752822622.531,-11.579,0.940,-0.882
1752822622.601,-11.619,1.009,-0.813
1752822622.671,-11.654,1.056,-0.766
1752822622.740,-11.690,1.100,-0.722
1752822622.811,-11.726,1.135,-0.687
1752822622.882,-11.765,1.121,-0.701
1752822622.951,-11.799,1.077,-0.745
1752822623.020,-11.834,0.973,-0.849
1752822623.091,-11.874,0.718,-1.104
1752822623.159,-11.910,0.440,-1.382
1752822623.227,-11.941,0.137,-1.685
1752822623.294,-11.984,-0.313,-2.135
1752822623.362,-12.020,-0.668,-2.490
1752822623.430,-12.054,-1.087,-2.909
1752822623.497,-12.091,-1.568,-3.390
1752822623.565,-12.129,-2.070,-3.892
1752822623.633,-12.164,-2.519,-4.341
1752822623.701,-12.204,-3.102,-4.924
1752822623.769,-12.241,-3.637,-5.459
1752822623.839,-12.271,-4.083,-5.905
1752822623.908,-12.316,-4.685,-6.507
1752822623.978,-12.354,-5.206,-7.027
1752822624.050,-12.380,-5.639,-7.461
1752822624.119,-12.425,-6.334,-8.156
1752822624.189,-12.464,-6.853,-8.675
1752822624.258,-12.493,-7.343,-9.165
1752822624.327,-12.536,-8.054,-9.876
1752822624.397,-12.575,-8.538,-10.360
1752822624.468,-12.600,-8.936,-10.758
1752822624.540,-12.644,-9.639,-11.461
1752822624.608,-12.684,-10.121,-11.943
1752822624.677,-12.711,-10.490,-12.312
1752822624.747,-12.754,-11.194,-13.015
1752822624.817,-12.794,-11.758,-13.580
1752822624.887,-12.824,-12.243,-14.065
1752822624.957,-12.866,-12.970,-14.791
1752822625.027,-12.903,-13.461,-15.283
1752822625.097,-12.936,-13.984,-15.806
1752822625.169,-12.976,-14.607,-16.429
1752822625.237,-13.015,-15.175,-16.997
1752822625.307,-13.045,-15.623,-17.445
1752822625.377,-13.084,-16.281,-18.103
1752822625.447,-13.125,-16.847,-18.669
1752822625.518,-13.158,-17.370,-19.192
1752822625.588,-13.195,-17.908,-19.730
1752822625.658,-13.233,-18.495,-20.317
1752822625.727,-13.269,-19.053,-20.875
1752822625.797,-13.304,-19.609,-21.431
1752822625.868,-13.345,-20.348,-22.170
1752822625.942,-13.384,-20.976,-22.798
1752822626.012,-13.418,-21.427,-23.248
1752822626.080,-13.458,-21.445,-23.267
1752822626.149,-13.498,-21.391,-23.213
1752822626.218,-13.526,-21.638,-23.460
1752822626.288,-13.565,-22.410,-24.232
1752822626.358,-13.606,-23.024,-24.846
1752822626.428,-13.638,-23.586,-25.408
