Test_Time,2025-07-18 03:07:55
Well,B5
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),25.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.821
Baseline_Std(N),0.004
Contact_Detected,True
Contact_Z(mm),-14.099
Force_Limit_Exceeded,False
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752822462.024,-9.501,1.824,0.002
1752822462.093,-9.530,1.812,-0.010
1752822462.162,-9.586,1.820,-0.002
1752822462.233,-9.614,1.820,-0.002
1752822462.303,-9.644,1.822,0.000
1752822462.372,-9.694,1.820,-0.002
1752822462.441,-9.723,1.826,0.005
1752822462.510,-9.752,1.824,0.002
1752822462.579,-9.797,1.820,-0.002
1752822462.647,-9.839,1.824,0.002
1752822462.716,-9.863,1.814,-0.008
1752822462.786,-9.908,1.818,-0.004
1752822462.855,-9.948,1.826,0.005
1752822462.926,-9.974,1.814,-0.008
1752822462.993,-10.013,1.816,-0.006
1752822463.061,-10.056,1.822,0.000
1752822463.129,-10.084,1.820,-0.002
1752822463.199,-10.121,1.824,0.002
1752822463.267,-10.166,1.818,-0.004
1752822463.335,-10.194,1.822,0.000
1752822463.403,-10.230,1.820,-0.002
1752822463.471,-10.274,1.822,0.000
1752822463.539,-10.303,1.816,-0.006
1752822463.608,-10.338,1.822,0.000
1752822463.676,-10.381,1.824,0.002
1752822463.744,-10.411,1.822,0.000
1752822463.812,-10.445,1.818,-0.004
1752822463.880,-10.489,1.824,0.002
1752822463.948,-10.519,1.826,0.005
1752822464.016,-10.558,1.799,-0.022
1752822464.084,-10.595,1.774,-0.047
1752822464.152,-10.628,1.760,-0.062
1752822464.221,-10.669,1.733,-0.089
1752822464.289,-10.706,1.729,-0.093
1752822464.359,-10.735,1.722,-0.099
1752822464.428,-10.780,1.714,-0.107
1752822464.499,-10.816,1.722,-0.099
1752822464.567,-10.843,1.712,-0.110
1752822464.635,-10.885,1.714,-0.107
1752822464.704,-10.926,1.718,-0.103
1752822464.771,-10.954,1.722,-0.099
1752822464.839,-10.995,1.726,-0.095
1752822464.907,-11.035,1.739,-0.083
1752822464.976,-11.064,1.747,-0.074
1752822465.044,-11.104,1.758,-0.064
1752822465.112,-11.144,1.758,-0.064
1752822465.180,-11.174,1.747,-0.074
1752822465.248,-11.211,1.770,-0.051
1752822465.315,-11.251,1.780,-0.041
1752822465.383,-11.283,1.780,-0.041
1752822465.451,-11.318,1.764,-0.058
1752822465.519,-11.359,1.608,-0.213
1752822465.587,-11.391,1.260,-0.562
1752822465.655,-11.429,1.199,-0.622
1752822465.723,-11.465,1.376,-0.446
1752822465.793,-11.500,1.376,-0.446
1752822465.863,-11.541,1.359,-0.462
1752822465.933,-11.579,1.114,-0.707
1752822466.002,-11.610,1.000,-0.821
1752822466.071,-11.650,1.141,-0.680
1752822466.139,-11.689,1.218,-0.603
1752822466.208,-11.721,1.303,-0.518
1752822466.277,-11.759,1.421,-0.400
1752822466.348,-11.799,1.529,-0.292
1752822466.421,-11.835,1.594,-0.228
1752822466.489,-11.873,1.641,-0.180
1752822466.557,-11.909,1.654,-0.168
1752822466.625,-11.946,1.683,-0.139
1752822466.694,-11.979,1.683,-0.139
1752822466.764,-12.019,1.691,-0.130
1752822466.832,-12.058,1.708,-0.114
1752822466.901,-12.086,1.706,-0.116
1752822466.971,-12.124,1.706,-0.116
1752822467.039,-12.169,1.706,-0.116
1752822467.107,-12.199,1.621,-0.201
1752822467.176,-12.235,1.378,-0.444
1752822467.246,-12.280,1.116,-0.705
1752822467.316,-12.311,0.917,-0.904
1752822467.384,-12.346,0.855,-0.966
1752822467.453,-12.388,0.930,-0.892
1752822467.524,-12.420,0.946,-0.875
1752822467.592,-12.455,0.963,-0.859
1752822467.660,-12.496,1.081,-0.740
1752822467.729,-12.530,1.164,-0.657
1752822467.799,-12.563,1.216,-0.605
1752822467.868,-12.606,1.229,-0.593
1752822467.936,-12.641,1.235,-0.587
1752822468.005,-12.670,1.210,-0.612
1752822468.073,-12.716,1.170,-0.651
