Test_Time,2025-07-18 03:07:00
Well,B6
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),25.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.823
Baseline_Std(N),0.002
Contact_Detected,True
Contact_Z(mm),-10.928
Force_Limit_Exceeded,True
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752822411.445,-9.501,1.818,-0.005
1752822411.515,-9.529,1.824,0.001
1752822411.584,-9.585,1.814,-0.009
1752822411.653,-9.613,1.820,-0.003
1752822411.723,-9.641,1.820,-0.003
1752822411.792,-9.690,1.818,-0.005
1752822411.863,-9.726,1.818,-0.005
1752822411.932,-9.752,1.824,0.001
1752822412.002,-9.799,1.818,-0.005
1752822412.071,-9.835,1.818,-0.005
1752822412.139,-9.865,1.820,-0.003
1752822412.208,-9.909,1.826,0.003
1752822412.277,-9.945,1.816,-0.007
1752822412.345,-9.978,1.822,-0.001
1752822412.413,-10.019,1.822,-0.001
1752822412.481,-10.055,1.816,-0.007
1752822412.549,-10.090,1.826,0.003
1752822412.621,-10.126,1.824,0.001
1752822412.688,-10.166,1.818,-0.005
1752822412.756,-10.198,1.822,-0.001
1752822412.824,-10.236,1.778,-0.044
1752822412.891,-10.276,1.741,-0.082
1752822412.959,-10.308,1.695,-0.127
1752822413.026,-10.344,1.646,-0.177
1752822413.094,-10.384,1.587,-0.235
1752822413.162,-10.416,1.529,-0.293
1752822413.231,-10.450,1.463,-0.360
1752822413.298,-10.491,1.376,-0.447
1752822413.368,-10.525,1.309,-0.513
1752822413.438,-10.563,1.195,-0.627
1752822413.507,-10.600,1.106,-0.717
1752822413.575,-10.636,0.986,-0.837
1752822413.643,-10.670,0.859,-0.964
1752822413.715,-10.710,0.679,-1.144
1752822413.787,-10.749,0.531,-1.291
1752822413.854,-10.780,0.374,-1.449
1752822413.922,-10.819,0.172,-1.650
1752822413.992,-10.858,0.002,-1.820
1752822414.061,-10.891,-0.174,-1.997
1752822414.129,-10.928,-0.406,-2.229
1752822414.198,-10.968,-0.645,-2.468
1752822414.267,-11.003,-0.869,-2.692
1752822414.336,-11.036,-1.099,-2.922
1752822414.405,-11.079,-1.448,-3.271
1752822414.473,-11.115,-1.664,-3.487
1752822414.548,-11.145,-1.954,-3.777
1752822414.618,-11.189,-2.342,-4.165
1752822414.689,-11.228,-2.639,-4.462
1752822414.757,-11.254,-2.878,-4.700
1752822414.825,-11.296,-3.400,-5.223
1752822414.893,-11.335,-3.732,-5.555
1752822414.961,-11.363,-4.025,-5.848
1752822415.029,-11.403,-4.558,-6.381
1752822415.097,-11.441,-4.957,-6.779
1752822415.165,-11.471,-5.266,-7.088
1752822415.233,-11.509,-5.768,-7.591
1752822415.302,-11.548,-6.251,-8.074
1752822415.371,-11.580,-6.627,-8.450
1752822415.438,-11.615,-7.083,-8.906
1752822415.506,-11.655,-7.610,-9.433
1752822415.574,-11.689,-8.000,-9.823
1752822415.641,-11.725,-8.529,-10.352
1752822415.708,-11.760,-8.955,-10.778
1752822415.776,-11.796,-9.442,-11.265
1752822415.844,-11.834,-9.934,-11.757
1752822415.912,-11.870,-10.405,-12.228
1752822415.984,-11.909,-10.957,-12.780
1752822416.051,-11.943,-11.357,-13.180
1752822416.121,-11.976,-11.866,-13.689
1752822416.189,-12.018,-12.478,-14.301
1752822416.259,-12.053,-12.963,-14.786
1752822416.326,-12.090,-13.526,-15.348
1752822416.395,-12.126,-14.082,-15.904
1752822416.463,-12.164,-14.644,-16.467
1752822416.533,-12.198,-15.071,-16.894
1752822416.603,-12.238,-15.692,-17.514
1752822416.672,-12.276,-16.256,-18.079
1752822416.742,-12.305,-16.721,-18.544
1752822416.812,-12.351,-17.453,-19.276
1752822416.881,-12.389,-17.968,-19.791
1752822416.951,-12.414,-18.375,-20.197
1752822417.021,-12.459,-19.153,-20.975
1752822417.090,-12.498,-19.607,-21.430
1752822417.159,-12.525,-20.032,-21.855
1752822417.227,-12.569,-20.688,-22.511
1752822417.295,-12.606,-20.821,-22.643
1752822417.364,-12.635,-20.829,-22.652
1752822417.434,-12.678,-20.939,-22.762
1752822417.504,-12.716,-21.180,-23.002
1752822417.572,-12.748,-21.725,-23.548
1752822417.640,-12.788,-22.369,-24.191
1752822417.710,-12.828,-22.989,-24.812
1752822417.779,-12.860,-23.586,-25.409
