Test_Time,2025-07-18 03:09:25
Well,E7
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),25.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),0.962
Baseline_Std(N),0.029
Contact_Detected,True
Contact_Z(mm),-9.691
Force_Limit_Exceeded,True
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752822559.200,-9.501,0.905,-0.057
1752822559.269,-9.530,0.314,-0.648
1752822559.338,-9.586,-0.232,-1.194
1752822559.406,-9.613,-0.535,-1.497
1752822559.476,-9.641,-0.973,-1.935
1752822559.545,-9.691,-1.494,-2.455
1752822559.615,-9.726,-1.819,-2.781
1752822559.687,-9.751,-2.141,-3.103
1752822559.756,-9.801,-2.581,-3.543
1752822559.826,-9.836,-2.871,-3.833
1752822559.896,-9.864,-3.293,-4.254
1752822559.966,-9.908,-3.805,-4.767
1752822560.036,-9.949,-4.208,-5.169
1752822560.106,-9.973,-4.477,-5.439
1752822560.175,-10.016,-5.037,-5.999
1752822560.243,-10.056,-5.378,-6.339
1752822560.311,-10.081,-5.674,-6.636
1752822560.379,-10.124,-6.183,-7.144
1752822560.449,-10.163,-6.515,-7.476
1752822560.516,-10.190,-6.791,-7.752
1752822560.584,-10.231,-7.224,-8.186
1752822560.651,-10.269,-7.579,-8.541
1752822560.719,-10.299,-8.129,-9.091
1752822560.787,-10.336,-8.890,-9.852
1752822560.859,-10.380,-9.635,-10.597
1752822560.927,-10.413,-10.198,-11.159
1752822560.996,-10.443,-10.754,-11.715
1752822561.066,-10.488,-11.594,-12.556
1752822561.133,-10.521,-12.138,-13.099
1752822561.201,-10.549,-12.631,-13.593
1752822561.269,-10.594,-13.519,-14.481
1752822561.337,-10.633,-14.115,-15.077
1752822561.405,-10.656,-14.540,-15.502
1752822561.473,-10.699,-15.401,-16.363
1752822561.541,-10.741,-16.074,-17.035
1752822561.609,-10.765,-16.594,-17.556
1752822561.677,-10.808,-17.464,-18.425
1752822561.745,-10.849,-18.103,-19.064
1752822561.813,-10.874,-18.545,-19.506
1752822561.882,-10.914,-19.395,-20.357
1752822561.951,-10.955,-20.024,-20.986
1752822562.020,-10.983,-20.453,-21.415
1752822562.088,-11.021,-21.234,-22.195
1752822562.156,-11.063,-21.532,-22.494
1752822562.224,-11.091,-21.647,-22.608
1752822562.293,-11.129,-21.792,-22.753
1752822562.361,-11.170,-22.136,-23.098
1752822562.430,-11.200,-22.622,-23.583
1752822562.501,-11.235,-23.427,-24.388
1752822562.569,-11.280,-24.167,-25.129
