Test_Time,2025-07-18 03:11:13
Well,G4
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),25.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.818
Baseline_Std(N),0.007
Contact_Detected,True
Contact_Z(mm),-10.201
Force_Limit_Exceeded,True
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752822667.061,-9.501,1.822,0.004
1752822667.130,-9.529,1.814,-0.005
1752822667.200,-9.586,1.814,-0.005
1752822667.271,-9.614,1.803,-0.015
1752822667.342,-9.643,1.805,-0.013
1752822667.412,-9.691,1.805,-0.013
1752822667.482,-9.726,1.809,-0.009
1752822667.552,-9.752,1.785,-0.034
1752822667.622,-9.800,1.679,-0.139
1752822667.693,-9.835,1.590,-0.229
1752822667.763,-9.866,1.440,-0.378
1752822667.832,-9.911,1.268,-0.550
1752822667.903,-9.948,1.125,-0.693
1752822667.974,-9.976,0.967,-0.851
1752822668.043,-10.021,0.745,-1.073
1752822668.112,-10.058,0.573,-1.245
1752822668.181,-10.089,0.357,-1.461
1752822668.249,-10.131,0.108,-1.710
1752822668.317,-10.167,-0.064,-1.882
1752822668.385,-10.201,-0.311,-2.129
1752822668.453,-10.240,-0.579,-2.397
1752822668.521,-10.278,-0.836,-2.654
1752822668.590,-10.313,-1.160,-2.978
1752822668.658,-10.348,-1.803,-3.621
1752822668.726,-10.388,-2.564,-4.382
1752822668.794,-10.423,-3.293,-5.111
1752822668.862,-10.460,-4.085,-5.903
1752822668.930,-10.495,-4.820,-6.638
1752822668.997,-10.533,-5.614,-7.432
1752822669.064,-10.570,-6.407,-8.225
1752822669.132,-10.606,-7.187,-9.005
1752822669.200,-10.640,-7.892,-9.711
1752822669.269,-10.679,-8.745,-10.563
1752822669.339,-10.718,-9.548,-11.366
1752822669.411,-10.754,-10.380,-12.198
1752822669.481,-10.791,-11.167,-12.985
1752822669.553,-10.828,-11.996,-13.815
1752822669.623,-10.869,-12.824,-14.643
1752822669.694,-10.901,-13.536,-15.354
1752822669.765,-10.938,-14.339,-16.157
1752822669.836,-10.981,-15.223,-17.041
1752822669.906,-11.010,-15.831,-17.649
1752822669.976,-11.048,-16.638,-18.456
1752822670.047,-11.091,-17.470,-19.288
1752822670.116,-11.123,-17.989,-19.807
1752822670.185,-11.159,-18.727,-20.545
1752822670.254,-11.199,-19.460,-21.278
1752822670.322,-11.233,-20.014,-21.832
1752822670.390,-11.265,-20.661,-22.479
1752822670.458,-11.306,-21.366,-23.185
1752822670.526,-11.341,-21.605,-23.423
1752822670.594,-11.376,-21.736,-23.554
1752822670.662,-11.413,-21.839,-23.658
1752822670.730,-11.450,-22.277,-24.095
1752822670.798,-11.486,-23.028,-24.847
1752822670.865,-11.524,-23.767,-25.585
