Test_Time,2025-07-18 03:08:14
Well,A5
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),25.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.819
Baseline_Std(N),0.003
Contact_Detected,True
Contact_Z(mm),-14.034
Force_Limit_Exceeded,False
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752822481.371,-9.501,1.826,0.007
1752822481.440,-9.530,1.824,0.005
1752822481.509,-9.586,1.824,0.005
1752822481.579,-9.613,1.816,-0.003
1752822481.649,-9.644,1.816,-0.003
1752822481.718,-9.693,1.824,0.005
1752822481.788,-9.721,1.824,0.005
1752822481.857,-9.752,1.824,0.005
1752822481.927,-9.796,1.820,0.001
1752822481.997,-9.837,1.822,0.003
1752822482.067,-9.865,1.824,0.005
1752822482.136,-9.904,1.820,0.001
1752822482.206,-9.945,1.820,0.001
1752822482.276,-9.975,1.824,0.005
1752822482.346,-10.014,1.826,0.007
1752822482.414,-10.056,1.818,-0.001
1752822482.484,-10.087,1.822,0.003
1752822482.553,-10.125,1.820,0.001
1752822482.621,-10.163,1.826,0.007
1752822482.689,-10.196,1.824,0.005
1752822482.758,-10.230,1.820,0.001
1752822482.826,-10.270,1.820,0.001
1752822482.894,-10.305,1.822,0.003
1752822482.962,-10.341,1.812,-0.007
1752822483.030,-10.378,1.803,-0.015
1752822483.098,-10.414,1.762,-0.057
1752822483.166,-10.451,1.731,-0.088
1752822483.234,-10.489,1.704,-0.115
1752822483.302,-10.521,1.673,-0.146
1752822483.370,-10.561,1.660,-0.159
1752822483.438,-10.599,1.654,-0.165
1752822483.506,-10.633,1.646,-0.173
1752822483.574,-10.669,1.639,-0.179
1752822483.641,-10.708,1.639,-0.179
1752822483.710,-10.743,1.635,-0.183
1752822483.779,-10.781,1.627,-0.192
1752822483.847,-10.816,1.619,-0.200
1752822483.915,-10.854,1.633,-0.185
1752822483.983,-10.888,1.629,-0.190
1752822484.051,-10.925,1.631,-0.188
1752822484.121,-10.964,1.641,-0.177
1752822484.190,-11.000,1.646,-0.173
1752822484.258,-11.034,1.641,-0.177
1752822484.329,-11.070,1.643,-0.175
1752822484.401,-11.110,1.650,-0.169
1752822484.468,-11.146,1.666,-0.152
1752822484.537,-11.180,1.679,-0.140
1752822484.605,-11.216,1.697,-0.121
1752822484.673,-11.254,1.712,-0.107
1752822484.743,-11.289,1.681,-0.138
1752822484.811,-11.329,1.546,-0.273
1752822484.879,-11.361,1.179,-0.640
1752822484.947,-11.400,0.625,-1.194
1752822485.015,-11.440,1.127,-0.692
1752822485.082,-11.473,1.193,-0.625
1752822485.150,-11.508,1.135,-0.683
1752822485.218,-11.549,0.913,-0.905
1752822485.286,-11.583,0.799,-1.020
1752822485.355,-11.615,0.973,-0.845
1752822485.423,-11.658,1.177,-0.642
1752822485.492,-11.693,1.218,-0.600
1752822485.562,-11.729,1.299,-0.520
1752822485.631,-11.768,1.355,-0.464
1752822485.701,-11.804,1.430,-0.389
1752822485.771,-11.838,1.488,-0.331
1752822485.840,-11.875,1.550,-0.268
1752822485.910,-11.914,1.598,-0.221
1752822485.979,-11.950,1.614,-0.204
1752822486.047,-11.984,1.633,-0.185
1752822486.115,-12.020,1.633,-0.185
1752822486.185,-12.058,1.650,-0.169
1752822486.255,-12.094,1.652,-0.167
1752822486.324,-12.134,1.656,-0.163
1752822486.394,-12.166,1.639,-0.179
1752822486.465,-12.201,1.500,-0.318
1752822486.535,-12.245,1.280,-0.538
1752822486.605,-12.279,1.075,-0.744
1752822486.675,-12.313,0.801,-1.018
1752822486.743,-12.354,0.735,-1.084
1752822486.812,-12.389,0.764,-1.055
1752822486.882,-12.426,0.828,-0.991
1752822486.952,-12.463,0.919,-0.899
1752822487.021,-12.501,0.971,-0.847
1752822487.091,-12.534,1.019,-0.800
1752822487.160,-12.575,1.029,-0.789
1752822487.230,-12.610,1.019,-0.800
1752822487.299,-12.646,0.998,-0.820
1752822487.367,-12.684,1.019,-0.800
1752822487.436,-12.720,1.015,-0.804
1752822487.505,-12.759,1.000,-0.818
1752822487.574,-12.793,1.027,-0.791
1752822487.642,-12.833,1.083,-0.735
1752822487.711,-12.871,1.102,-0.717
1752822487.781,-12.906,1.087,-0.731
1752822487.849,-12.944,1.075,-0.744
1752822487.917,-12.979,1.104,-0.715
1752822487.986,-13.016,1.100,-0.719
1752822488.054,-13.055,1.137,-0.681
1752822488.122,-13.085,1.143,-0.675
