Well,ElasticModulus,Std,PoissonRatio,SampleHeight,R2
D5,1710753.0,67962.0,0.5,7.5,0.993
D6,579145.0,51912.0,0.5,7.1,0.979
D7,3283857.0,57662.0,0.5,7.6,0.998
E5,6123660.0,284100.0,0.5,8.0,0.982
E6,5030936.0,97465.0,0.5,8.6,0.996
E7,4045131.0,102550.0,0.3,9.9,0.992
F3,5488171.0,369924.0,0.5,9.1,0.991
F4,5423147.0,107963.0,0.5,9.3,0.996
F5,5701006.0,192074.0,0.5,7.5,0.994
G3,5313525.0,166216.0,0.3,9.9,0.99
G4,4979665.0,135151.0,0.3,9.9,0.992
