Test_Time,2025-07-18 00:52:41
Well,C5
Target_Z(mm),-13.000
Step_Size(mm),0.200
Force_Limit(N),40.0
Baseline_Force(N),1.815
Baseline_Std(N),0.002

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752814354.962,-9.501,1.816,0.000
1752814355.031,-9.530,1.807,-0.008
1752814355.100,-9.606,1.807,-0.008
1752814355.170,-9.685,1.809,-0.006
1752814355.240,-9.751,1.807,-0.008
1752814355.309,-9.810,1.814,-0.002
1752814355.377,-9.880,1.814,-0.002
1752814355.445,-9.950,1.818,0.002
1752814355.516,-10.015,1.812,-0.004
1752814355.585,-10.091,1.812,-0.004
1752814355.653,-10.155,1.805,-0.010
1752814355.721,-10.224,1.812,-0.004
1752814355.789,-10.293,1.820,0.005
1752814355.857,-10.360,1.820,0.005
1752814355.925,-10.425,1.812,-0.004
1752814355.993,-10.495,1.818,0.002
1752814356.061,-10.565,1.816,0.000
1752814356.129,-10.628,1.816,0.000
1752814356.197,-10.699,1.814,-0.002
1752814356.266,-10.764,1.818,0.002
1752814356.334,-10.833,1.818,0.002
1752814356.402,-10.904,1.818,0.002
1752814356.471,-10.965,1.818,0.002
1752814356.541,-11.038,1.822,0.007
1752814356.611,-11.105,1.814,-0.002
1752814356.679,-11.174,1.814,-0.002
1752814356.747,-11.240,1.799,-0.016
1752814356.814,-11.310,1.768,-0.047
1752814356.881,-11.373,1.733,-0.083
1752814356.949,-11.441,1.681,-0.134
1752814357.016,-11.513,1.617,-0.199
1752814357.085,-11.573,1.515,-0.300
1752814357.153,-11.638,1.386,-0.429
1752814357.221,-11.709,1.212,-0.603
1752814357.292,-11.775,1.067,-0.749
1752814357.359,-11.846,0.905,-0.910
1752814357.428,-11.911,0.751,-1.064
1752814357.496,-11.981,0.583,-1.232
1752814357.566,-12.048,0.399,-1.417
1752814357.633,-12.118,0.204,-1.612
1752814357.702,-12.183,0.031,-1.784
1752814357.771,-12.253,-0.232,-2.047
1752814357.838,-12.318,-0.481,-2.296
1752814357.907,-12.386,-0.842,-2.657
1752814357.975,-12.459,-1.158,-2.973
1752814358.043,-12.520,-1.469,-3.284
1752814358.111,-12.591,-1.830,-3.645
1752814358.179,-12.658,-2.147,-3.963
1752814358.247,-12.724,-2.581,-4.396
1752814358.314,-12.795,-3.052,-4.867
1752814358.382,-12.858,-3.618,-5.434
1752814358.450,-12.926,-4.411,-6.226
1752814358.518,-12.993,-5.185,-7.000
1752814358.585,-13.059,-6.038,-7.853
