Test_Time,2025-07-18 02:47:59
Well,C5
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),30.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.823
Baseline_Std(N),0.005
Contact_Detected,True
Contact_Z(mm),-12.415
Force_Limit_Exceeded,False
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752821266.606,-9.501,1.820,-0.003
1752821266.675,-9.529,1.826,0.003
1752821266.744,-9.585,1.822,-0.001
1752821266.813,-9.613,1.826,0.003
1752821266.883,-9.640,1.826,0.003
1752821266.951,-9.690,1.828,0.005
1752821267.023,-9.725,1.824,0.001
1752821267.091,-9.750,1.824,0.001
1752821267.160,-9.797,1.830,0.007
1752821267.228,-9.836,1.830,0.007
1752821267.296,-9.856,1.824,0.001
1752821267.364,-9.901,1.824,0.001
1752821267.432,-9.944,1.828,0.005
1752821267.499,-9.964,1.826,0.003
1752821267.567,-10.008,1.822,-0.001
1752821267.635,-10.051,1.824,0.001
1752821267.703,-10.073,1.828,0.005
1752821267.773,-10.111,1.830,0.007
1752821267.841,-10.158,1.822,-0.001
1752821267.909,-10.180,1.818,-0.005
1752821267.977,-10.220,1.822,-0.001
1752821268.045,-10.263,1.822,-0.001
1752821268.113,-10.288,1.828,0.005
1752821268.181,-10.326,1.822,-0.001
1752821268.249,-10.371,1.820,-0.003
1752821268.318,-10.398,1.818,-0.005
1752821268.389,-10.436,1.820,-0.003
1752821268.458,-10.481,1.824,0.001
1752821268.528,-10.509,1.826,0.003
1752821268.596,-10.549,1.820,-0.003
1752821268.664,-10.588,1.828,0.005
1752821268.732,-10.618,1.830,0.007
1752821268.802,-10.655,1.826,0.003
1752821268.880,-10.695,1.830,0.007
1752821268.956,-10.733,1.830,0.007
1752821269.024,-10.774,1.822,-0.001
1752821269.092,-10.803,1.826,0.003
1752821269.159,-10.844,1.822,-0.001
1752821269.228,-10.884,1.830,0.007
1752821269.296,-10.914,1.820,-0.003
1752821269.364,-10.953,1.818,-0.005
1752821269.432,-10.993,1.814,-0.010
1752821269.500,-11.024,1.816,-0.007
1752821269.568,-11.060,1.809,-0.014
1752821269.636,-11.101,1.807,-0.016
1752821269.704,-11.134,1.814,-0.010
1752821269.774,-11.168,1.809,-0.014
1752821269.844,-11.210,1.803,-0.020
1752821269.912,-11.245,1.803,-0.020
1752821269.980,-11.276,1.801,-0.022
1752821270.049,-11.320,1.801,-0.022
1752821270.119,-11.355,1.768,-0.055
1752821270.189,-11.390,1.633,-0.190
1752821270.256,-11.431,1.523,-0.300
1752821270.324,-11.466,1.617,-0.207
1752821270.392,-11.498,1.612,-0.211
1752821270.461,-11.541,1.544,-0.279
1752821270.529,-11.576,1.482,-0.342
1752821270.597,-11.610,1.338,-0.485
1752821270.666,-11.650,1.272,-0.551
1752821270.735,-11.686,1.268,-0.555
1752821270.805,-11.724,1.316,-0.508
1752821270.874,-11.760,1.407,-0.416
1752821270.944,-11.799,1.504,-0.319
1752821271.013,-11.833,1.571,-0.252
1752821271.081,-11.868,1.542,-0.281
1752821271.150,-11.908,1.563,-0.261
1752821271.218,-11.943,1.573,-0.250
1752821271.286,-11.980,1.567,-0.256
1752821271.356,-12.015,1.560,-0.263
1752821271.424,-12.054,1.550,-0.273
1752821271.493,-12.086,1.544,-0.279
1752821271.561,-12.125,1.494,-0.329
1752821271.628,-12.164,1.417,-0.406
1752821271.695,-12.196,1.316,-0.508
1752821271.763,-12.233,1.158,-0.665
1752821271.831,-12.273,0.890,-0.933
1752821271.900,-12.305,0.598,-1.225
1752821271.968,-12.345,0.280,-1.543
1752821272.036,-12.380,0.052,-1.771
1752821272.104,-12.415,-0.214,-2.037
1752821272.172,-12.456,-0.458,-2.281
1752821272.240,-12.491,-0.599,-2.423
1752821272.310,-12.523,-0.711,-2.535
1752821272.379,-12.568,-0.850,-2.674
1752821272.448,-12.603,-0.855,-2.678
1752821272.517,-12.631,-0.848,-2.672
1752821272.585,-12.674,-0.994,-2.817
1752821272.653,-12.714,-1.091,-2.914
1752821272.721,-12.744,-1.238,-3.062
1752821272.790,-12.784,-1.492,-3.315
1752821272.858,-12.824,-1.610,-3.433
1752821272.927,-12.855,-1.703,-3.526
1752821272.996,-12.894,-1.863,-3.686
