Test_Time,2025-07-18 02:47:40
Well,C6
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),30.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.824
Baseline_Std(N),0.003
Contact_Detected,True
Contact_Z(mm),-11.078
Force_Limit_Exceeded,True
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752821250.170,-9.501,1.822,-0.002
1752821250.239,-9.530,1.818,-0.006
1752821250.308,-9.585,1.822,-0.002
1752821250.376,-9.613,1.824,0.000
1752821250.444,-9.641,1.824,0.000
1752821250.514,-9.689,1.820,-0.004
1752821250.583,-9.725,1.820,-0.004
1752821250.653,-9.750,1.824,0.000
1752821250.722,-9.796,1.826,0.002
1752821250.790,-9.833,1.826,0.002
1752821250.858,-9.860,1.820,-0.004
1752821250.926,-9.904,1.822,-0.002
1752821250.994,-9.940,1.824,0.000
1752821251.062,-9.969,1.818,-0.006
1752821251.130,-10.010,1.824,0.000
1752821251.199,-10.051,1.824,0.000
1752821251.270,-10.081,1.824,0.000
1752821251.338,-10.124,1.816,-0.008
1752821251.406,-10.159,1.816,-0.008
1752821251.474,-10.191,1.793,-0.031
1752821251.543,-10.230,1.762,-0.062
1752821251.613,-10.266,1.739,-0.085
1752821251.682,-10.303,1.710,-0.114
1752821251.750,-10.339,1.673,-0.151
1752821251.819,-10.376,1.631,-0.193
1752821251.888,-10.415,1.598,-0.226
1752821251.958,-10.446,1.554,-0.270
1752821252.027,-10.489,1.488,-0.336
1752821252.095,-10.528,1.453,-0.371
1752821252.163,-10.554,1.413,-0.411
1752821252.231,-10.594,1.330,-0.494
1752821252.300,-10.638,1.287,-0.537
1752821252.368,-10.665,1.218,-0.606
1752821252.437,-10.704,1.106,-0.718
1752821252.506,-10.748,1.033,-0.791
1752821252.575,-10.776,0.948,-0.876
1752821252.644,-10.814,0.770,-1.054
1752821252.712,-10.858,0.635,-1.189
1752821252.781,-10.888,0.548,-1.276
1752821252.849,-10.924,0.343,-1.481
1752821252.917,-10.968,0.199,-1.625
1752821252.988,-10.998,0.077,-1.747
1752821253.057,-11.034,-0.099,-1.923
1752821253.126,-11.078,-0.280,-2.104
1752821253.195,-11.110,-0.433,-2.257
1752821253.265,-11.144,-0.678,-2.502
1752821253.335,-11.185,-0.919,-2.743
1752821253.405,-11.220,-1.129,-2.952
1752821253.475,-11.259,-1.442,-3.266
1752821253.543,-11.296,-1.718,-3.542
1752821253.613,-11.333,-2.046,-3.870
1752821253.681,-11.368,-2.313,-4.137
1752821253.748,-11.408,-2.697,-4.521
1752821253.816,-11.444,-3.031,-4.855
1752821253.884,-11.475,-3.315,-5.139
1752821253.952,-11.518,-3.809,-5.633
1752821254.020,-11.554,-4.162,-5.986
1752821254.087,-11.586,-4.537,-6.361
1752821254.155,-11.625,-4.981,-6.805
1752821254.223,-11.661,-5.376,-7.200
1752821254.291,-11.696,-5.776,-7.600
1752821254.359,-11.738,-6.276,-8.100
1752821254.427,-11.774,-6.677,-8.501
1752821254.495,-11.804,-7.017,-8.841
1752821254.563,-11.848,-7.540,-9.364
1752821254.632,-11.884,-7.936,-9.760
1752821254.700,-11.916,-8.351,-10.175
1752821254.769,-11.956,-8.878,-10.702
1752821254.837,-11.994,-9.289,-11.113
1752821254.905,-12.029,-9.758,-11.582
1752821254.973,-12.065,-10.241,-12.065
1752821255.042,-12.104,-10.768,-12.592
1752821255.110,-12.140,-11.277,-13.100
1752821255.179,-12.173,-11.660,-13.484
1752821255.248,-12.215,-12.279,-14.103
1752821255.316,-12.251,-12.750,-14.574
1752821255.386,-12.280,-13.192,-15.016
1752821255.456,-12.326,-13.860,-15.684
1752821255.526,-12.363,-14.312,-16.136
1752821255.595,-12.389,-14.640,-16.464
1752821255.663,-12.433,-15.416,-17.240
1752821255.734,-12.474,-15.959,-17.783
1752821255.803,-12.503,-16.426,-18.250
1752821255.871,-12.540,-17.042,-18.866
1752821255.940,-12.581,-17.702,-19.526
1752821256.009,-12.611,-18.153,-19.976
1752821256.078,-12.649,-18.719,-20.543
1752821256.147,-12.690,-19.375,-21.199
1752821256.216,-12.723,-19.835,-21.659
1752821256.284,-12.758,-20.352,-22.176
1752821256.353,-12.800,-20.993,-22.817
1752821256.421,-12.834,-21.445,-23.269
1752821256.489,-12.865,-21.877,-23.701
1752821256.557,-12.909,-21.981,-23.805
1752821256.626,-12.943,-21.833,-23.657
1752821256.725,-12.979,-22.209,-24.033
1752821256.793,-13.034,-22.624,-24.448
1752821256.861,-13.048,-22.728,-24.551
1752821256.929,-13.083,-23.586,-25.410
1752821256.997,-13.134,-23.632,-25.456
1752821257.065,-13.161,-23.234,-25.058
1752821257.134,-13.190,-23.792,-25.616
1752821257.202,-13.239,-24.655,-26.479
1752821257.270,-13.274,-25.238,-27.062
1752821257.338,-13.299,-25.684,-27.508
1752821257.408,-13.343,-26.568,-28.392
1752821257.478,-13.384,-27.184,-29.008
1752821257.546,-13.411,-27.734,-29.558
1752821257.614,-13.449,-28.425,-30.249
