Test_Time,2025-07-18 02:49:19
Well,D6
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),30.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.812
Baseline_Std(N),0.004
Contact_Detected,True
Contact_Z(mm),-13.165
Force_Limit_Exceeded,False
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752821345.751,-9.501,1.816,0.003
1752821345.820,-9.530,1.814,0.001
1752821345.889,-9.586,1.812,-0.001
1752821345.958,-9.614,1.814,0.001
1752821346.027,-9.643,1.812,-0.001
1752821346.096,-9.691,1.812,-0.001
1752821346.164,-9.726,1.812,-0.001
1752821346.231,-9.751,1.816,0.003
1752821346.299,-9.796,1.816,0.003
1752821346.369,-9.836,1.814,0.001
1752821346.435,-9.863,1.807,-0.005
1752821346.504,-9.906,1.816,0.003
1752821346.586,-9.945,1.809,-0.003
1752821346.656,-9.981,1.820,0.007
1752821346.723,-10.020,1.814,0.001
1752821346.792,-10.054,1.818,0.005
1752821346.859,-10.093,1.816,0.003
1752821346.926,-10.131,1.820,0.007
1752821346.994,-10.165,1.809,-0.003
1752821347.062,-10.200,1.812,-0.001
1752821347.132,-10.241,1.816,0.003
1752821347.200,-10.276,1.814,0.001
1752821347.269,-10.308,1.814,0.001
1752821347.338,-10.351,1.814,0.001
1752821347.407,-10.388,1.818,0.005
1752821347.477,-10.415,1.818,0.005
1752821347.547,-10.458,1.820,0.007
1752821347.616,-10.500,1.809,-0.003
1752821347.686,-10.523,1.818,0.005
1752821347.756,-10.566,1.809,-0.003
1752821347.827,-10.608,1.814,0.001
1752821347.896,-10.633,1.812,-0.001
1752821347.964,-10.676,1.805,-0.007
1752821348.033,-10.716,1.812,-0.001
1752821348.102,-10.744,1.818,0.005
1752821348.170,-10.786,1.814,0.001
1752821348.238,-10.825,1.818,0.005
1752821348.305,-10.854,1.814,0.001
1752821348.373,-10.894,1.814,0.001
1752821348.441,-10.933,1.809,-0.003
1752821348.510,-10.964,1.812,-0.001
1752821348.578,-11.001,1.818,0.005
1752821348.646,-11.041,1.822,0.010
1752821348.715,-11.074,1.814,0.001
1752821348.783,-11.109,1.818,0.005
1752821348.850,-11.149,1.818,0.005
1752821348.918,-11.183,1.816,0.003
1752821348.986,-11.215,1.814,0.001
1752821349.054,-11.256,1.818,0.005
1752821349.123,-11.290,1.816,0.003
1752821349.194,-11.326,1.818,0.005
1752821349.263,-11.365,1.818,0.005
1752821349.332,-11.401,1.812,-0.001
1752821349.403,-11.434,1.818,0.005
1752821349.473,-11.478,1.807,-0.005
1752821349.544,-11.515,1.814,0.001
1752821349.617,-11.544,1.814,0.001
1752821349.686,-11.590,1.807,-0.005
1752821349.754,-11.626,1.809,-0.003
1752821349.823,-11.651,1.814,0.001
1752821349.892,-11.695,1.816,0.003
1752821349.961,-11.736,1.814,0.001
1752821350.029,-11.764,1.816,0.003
1752821350.098,-11.801,1.820,0.007
