Test_Time,2025-07-18 02:50:06
Well,E6
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),30.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.802
Baseline_Std(N),0.005
Contact_Detected,True
Contact_Z(mm),-11.251
Force_Limit_Exceeded,True
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752821397.074,-9.501,1.805,0.003
1752821397.143,-9.530,1.799,-0.003
1752821397.213,-9.586,1.801,-0.001
1752821397.282,-9.614,1.795,-0.007
1752821397.351,-9.636,1.799,-0.003
1752821397.418,-9.684,1.799,-0.003
1752821397.488,-9.724,1.801,-0.001
1752821397.556,-9.748,1.801,-0.001
1752821397.628,-9.789,1.799,-0.003
1752821397.696,-9.835,1.805,0.003
1752821397.766,-9.860,1.799,-0.003
1752821397.837,-9.896,1.797,-0.005
1752821397.906,-9.943,1.797,-0.005
1752821397.974,-9.970,1.799,-0.003
1752821398.043,-10.006,1.793,-0.010
1752821398.112,-10.051,1.797,-0.005
1752821398.179,-10.079,1.795,-0.007
1752821398.250,-10.114,1.799,-0.003
1752821398.320,-10.160,1.801,-0.001
1752821398.389,-10.190,1.803,0.001
1752821398.458,-10.225,1.793,-0.010
1752821398.527,-10.266,1.803,0.001
1752821398.596,-10.298,1.797,-0.005
1752821398.664,-10.338,1.801,-0.001
1752821398.732,-10.379,1.797,-0.005
1752821398.800,-10.410,1.807,0.005
1752821398.869,-10.448,1.797,-0.005
1752821398.936,-10.489,1.799,-0.003
1752821399.004,-10.521,1.805,0.003
1752821399.072,-10.555,1.801,-0.001
1752821399.140,-10.598,1.805,0.003
1752821399.208,-10.631,1.799,-0.003
1752821399.276,-10.663,1.803,0.001
1752821399.345,-10.705,1.801,-0.001
1752821399.413,-10.740,1.801,-0.001
1752821399.481,-10.774,1.799,-0.003
1752821399.549,-10.813,1.793,-0.010
1752821399.617,-10.849,1.799,-0.003
1752821399.688,-10.885,1.801,-0.001
1752821399.757,-10.921,1.795,-0.007
1752821399.826,-10.961,1.799,-0.003
1752821399.897,-10.993,1.799,-0.003
1752821399.966,-11.034,1.801,-0.001
1752821400.035,-11.069,1.756,-0.047
1752821400.104,-11.104,1.631,-0.171
1752821400.173,-11.141,1.378,-0.425
1752821400.243,-11.179,0.915,-0.887
1752821400.313,-11.216,0.324,-1.479
1752821400.381,-11.251,-0.253,-2.055
1752821400.449,-11.285,-0.894,-2.696
1752821400.517,-11.325,-1.676,-3.479
1752821400.585,-11.361,-2.349,-4.151
1752821400.653,-11.396,-3.108,-4.910
1752821400.721,-11.433,-3.811,-5.614
1752821400.789,-11.470,-4.531,-6.334
1752821400.857,-11.506,-5.235,-7.037
1752821400.925,-11.545,-5.988,-7.790
1752821400.993,-11.578,-6.600,-8.402
1752821401.060,-11.616,-7.397,-9.199
1752821401.129,-11.655,-8.179,-9.981
1752821401.196,-11.689,-8.859,-10.662
1752821401.264,-11.724,-9.561,-11.363
1752821401.331,-11.764,-10.335,-12.137
1752821401.399,-11.798,-11.011,-12.813
1752821401.468,-11.835,-11.764,-13.566
1752821401.535,-11.870,-12.414,-14.216
1752821401.604,-11.906,-13.185,-14.988
1752821401.672,-11.946,-13.957,-15.760
1752821401.740,-11.983,-14.725,-16.527
1752821401.809,-12.015,-15.368,-17.170
1752821401.876,-12.056,-16.306,-18.108
1752821401.944,-12.093,-17.065,-18.868
1752821402.012,-12.128,-17.837,-19.640
1752821402.080,-12.165,-18.630,-20.432
1752821402.148,-12.203,-19.406,-21.208
1752821402.217,-12.239,-20.194,-21.997
1752821402.285,-12.273,-20.883,-22.685
1752821402.355,-12.313,-21.366,-23.169
1752821402.424,-12.351,-21.400,-23.202
1752821402.494,-12.381,-21.456,-23.258
1752821402.563,-12.420,-21.993,-23.795
1752821402.633,-12.460,-22.738,-24.540
1752821402.702,-12.493,-23.427,-25.229
1752821402.772,-12.529,-24.186,-25.989
1752821402.841,-12.571,-24.952,-26.754
1752821402.909,-12.605,-25.699,-27.501
1752821402.978,-12.638,-26.471,-28.273
1752821403.046,-12.678,-27.346,-29.148
1752821403.114,-12.713,-27.070,-28.873
1752821403.181,-12.746,-26.944,-28.746
1752821403.249,-12.788,-27.877,-29.680
1752821403.317,-12.824,-28.726,-30.528
