Test_Time,2025-07-18 02:51:30
Well,G3
Target_Z(mm),-15.000
Step_Size(mm),0.100
Force_Limit(N),30.0
Contact_Force_Threshold(N),2.000
Baseline_Force(N),1.824
Baseline_Std(N),0.001
Contact_Detected,True
Contact_Z(mm),-10.264
Force_Limit_Exceeded,True
Target_Z_Reached,False

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752821482.814,-9.501,1.822,-0.002
1752821482.883,-9.531,1.822,-0.002
1752821482.952,-9.586,1.824,0.000
1752821483.020,-9.610,1.826,0.002
1752821483.089,-9.643,1.822,-0.002
1752821483.158,-9.689,1.830,0.006
1752821483.227,-9.721,1.822,-0.002
1752821483.296,-9.752,1.822,-0.002
1752821483.366,-9.795,1.832,0.008
1752821483.435,-9.835,1.824,0.000
1752821483.503,-9.861,1.828,0.004
1752821483.571,-9.901,1.830,0.006
1752821483.639,-9.941,1.832,0.008
1752821483.707,-9.970,1.830,0.006
1752821483.775,-10.008,1.797,-0.027
1752821483.843,-10.047,1.652,-0.172
1752821483.913,-10.078,1.438,-0.386
1752821483.981,-10.120,1.081,-0.743
1752821484.049,-10.154,0.774,-1.050
1752821484.116,-10.186,0.415,-1.409
1752821484.184,-10.230,-0.012,-1.836
1752821484.252,-10.264,-0.317,-2.141
1752821484.320,-10.294,-0.606,-2.430
1752821484.388,-10.339,-1.002,-2.826
1752821484.456,-10.373,-1.303,-3.127
1752821484.525,-10.405,-1.934,-3.758
1752821484.595,-10.446,-2.734,-4.558
1752821484.665,-10.483,-3.442,-5.266
1752821484.736,-10.519,-4.255,-6.079
1752821484.805,-10.558,-5.027,-6.851
1752821484.874,-10.590,-5.743,-7.567
1752821484.945,-10.631,-6.610,-8.434
1752821485.015,-10.671,-7.384,-9.208
1752821485.084,-10.700,-8.050,-9.874
1752821485.153,-10.740,-8.942,-10.766
1752821485.223,-10.780,-9.739,-11.563
1752821485.292,-10.811,-10.411,-12.235
1752821485.361,-10.850,-11.243,-13.067
1752821485.430,-10.891,-12.061,-13.885
1752821485.499,-10.924,-12.799,-14.623
1752821485.567,-10.960,-13.611,-15.435
1752821485.635,-11.003,-14.461,-16.285
1752821485.703,-11.035,-15.190,-17.014
1752821485.772,-11.069,-15.872,-17.696
1752821485.840,-11.113,-16.783,-18.607
1752821485.909,-11.145,-17.447,-19.271
1752821485.979,-11.178,-18.107,-19.931
1752821486.047,-11.223,-18.949,-20.773
1752821486.116,-11.256,-19.547,-21.371
1752821486.188,-11.289,-20.196,-22.020
1752821486.255,-11.329,-20.943,-22.767
1752821486.324,-11.364,-21.236,-23.060
1752821486.392,-11.400,-21.373,-23.197
1752821486.460,-11.435,-21.578,-23.402
1752821486.528,-11.473,-21.866,-23.690
1752821486.597,-11.510,-22.574,-24.398
1752821486.669,-11.550,-23.381,-25.205
1752821486.737,-11.583,-24.078,-25.902
1752821486.805,-11.618,-24.827,-26.651
1752821486.873,-11.659,-25.624,-27.448
1752821486.942,-11.691,-26.273,-28.097
1752821487.011,-11.724,-26.995,-28.819
1752821487.080,-11.768,-27.898,-29.722
1752821487.150,-11.801,-28.612,-30.436
