Well,ElasticModulus,Std,PoissonRatio,SampleHeight,R2
F3,6343989.0,1017403.0,0.5,9.6,0.97
F4,3773456.0,90581.0,0.5,8.3,0.994
G3,127829.0,473757.0,0.5,7.5,0.023
G4,477658.0,81337.0,0.5,8.6,0.805
