Test_Time,2025-07-14 21:33:08
Well,A1
Target_Z(mm),-14.000
Force_Limit(N),45.0
Force_Exceeded,False
Stop_Z(mm),N/A
Sampling_Period(ms),10
Well_X(mm),97.000
Well_Y(mm),58.500

Timestamp(s),Z_Position(mm),Force(N),Movement
0.011,-0.064,2.106,Down
0.232,-0.238,2.096,Down
0.335,-0.514,2.096,Down
0.441,-0.865,2.104,Down
0.548,-1.223,2.104,Down
0.654,-1.575,2.094,Down
0.758,-1.921,2.100,Down
0.861,-2.264,2.110,Down
0.968,-2.620,2.110,Down
1.075,-2.979,2.108,Down
1.182,-3.334,2.096,Down
1.285,-3.679,2.096,Down
1.389,-4.024,2.098,Down
1.496,-4.381,2.114,Down
1.603,-4.738,2.106,Down
1.709,-5.089,2.098,Down
1.816,-5.445,2.108,Down
1.923,-5.801,2.106,Down
2.029,-6.156,2.108,Down
2.132,-6.499,2.104,Down
2.234,-6.840,2.104,Down
2.340,-7.193,2.104,Down
2.446,-7.544,2.104,Down
2.553,-7.899,2.100,Down
2.657,-8.249,2.106,Down
2.763,-8.601,2.106,Down
2.870,-8.956,2.102,Down
2.974,-9.304,2.104,Down
3.077,-9.648,2.096,Down
3.182,-9.998,2.108,Down
3.289,-10.355,2.106,Down
3.395,-10.708,2.102,Down
3.502,-11.065,2.110,Down
3.609,-11.420,2.098,Down
3.715,-11.773,2.104,Down
3.821,-12.128,2.036,Down
3.925,-12.475,1.809,Down
4.029,-12.820,1.274,Down
4.133,-13.165,0.465,Down
4.240,-13.521,-0.514,Down
4.345,-13.790,-0.601,Down
4.453,-13.953,-0.738,Down
4.660,-14.000,-1.087,Down
4.765,-13.953,-1.010,Up
4.869,-13.796,-0.716,Up
4.977,-13.521,-0.678,Up
5.082,-13.173,-0.448,Up
5.188,-12.820,-0.164,Up
5.295,-12.463,0.955,Up
5.403,-12.105,2.048,Up
5.507,-11.755,2.090,Up
5.611,-11.411,1.951,Up
5.714,-11.069,1.917,Up
5.821,-10.713,2.330,Up
5.927,-10.359,3.565,Up
6.034,-10.000,3.438,Up
6.139,-9.651,3.083,Up
6.244,-9.300,2.602,Up
6.349,-8.954,2.461,Up
6.451,-8.613,2.415,Up
6.558,-8.256,2.372,Up
6.665,-7.900,2.370,Up
6.769,-7.553,2.359,Up
6.873,-7.206,2.366,Up
6.979,-6.854,2.374,Up
7.085,-6.499,2.372,Up
7.190,-6.150,2.374,Up
7.296,-5.798,2.366,Up
7.403,-5.441,2.382,Up
7.506,-5.098,2.370,Up
7.609,-4.755,2.378,Up
7.716,-4.400,2.366,Up
7.819,-4.055,2.359,Up
7.923,-3.709,2.368,Up
8.031,-3.350,2.361,Up
8.135,-3.001,2.347,Up
8.240,-2.654,2.326,Up
8.344,-2.309,2.320,Up
8.449,-1.958,2.318,Up
8.555,-1.605,2.305,Up
8.661,-1.250,2.305,Up
8.768,-0.895,2.287,Up
8.873,-0.544,2.276,Up
8.978,-0.254,2.272,Up
9.081,-0.075,2.270,Up
