Test_Time,2025-07-11 04:33:47
Well,A5
Target_Z(mm),-15.000
Force_Limit(N),45.0
Force_Exceeded,False
Stop_Z(mm),N/A
Sampling_Period(ms),20
Well_X(mm),98.500
Well_Y(mm),84.000

Timestamp(s),Z_Position(mm),Force(N),Movement
0.020,-0.053,0.239,Down
0.237,-0.253,0.226,Down
0.346,-0.550,0.241,Down
0.453,-0.963,0.231,Down
0.558,-1.479,0.231,Down
0.660,-2.088,0.235,Down
0.767,-2.838,0.231,Down
0.872,-3.676,0.235,Down
0.977,-4.548,0.233,Down
1.079,-5.399,0.241,Down
1.185,-6.280,0.239,Down
1.290,-7.153,0.226,Down
1.396,-8.041,0.231,Down
1.502,-8.919,0.237,Down
1.608,-9.808,0.237,Down
1.710,-10.659,0.239,Down
1.815,-11.535,0.239,Down
1.923,-12.374,-0.062,Down
2.031,-13.094,-0.467,Down
2.135,-13.685,-0.195,Down
2.241,-14.174,-1.114,Down
2.350,-14.554,-3.830,Down
2.453,-14.809,-7.390,Down
2.556,-14.958,-10.420,Down
2.763,-15.000,-12.739,Down
2.870,-14.948,-13.918,Up
2.977,-14.779,-13.785,Up
3.083,-14.500,-12.577,Up
3.190,-14.104,-11.457,Up
3.294,-13.614,-8.932,Up
3.399,-13.005,-4.708,Up
3.505,-12.283,0.973,Up
3.610,-11.446,4.631,Up
3.718,-10.553,4.249,Up
3.822,-9.683,3.756,Up
3.928,-8.803,3.237,Up
4.033,-7.929,2.210,Up
4.137,-7.059,1.498,Up
4.242,-6.184,1.204,Up
4.348,-5.304,1.029,Up
4.456,-4.404,0.890,Up
4.562,-3.521,0.797,Up
4.668,-2.688,0.704,Up
4.774,-1.971,0.631,Up
4.877,-1.378,0.577,Up
4.983,-0.876,0.540,Up
5.090,-0.485,0.484,Up
5.197,-0.209,0.442,Up
5.302,-0.050,0.405,Up
