Test_Time,2025-07-11 04:51:41
Well,B5
Target_Z(mm),-15.000
Force_Limit(N),45.0
Force_Exceeded,False
Stop_Z(mm),N/A
Sampling_Period(ms),20
Well_X(mm),107.500
Well_Y(mm),84.000

Timestamp(s),Z_Position(mm),Force(N),Movement
0.020,-0.053,0.224,Down
0.221,-0.216,0.226,Down
0.328,-0.495,0.231,Down
0.433,-0.881,0.228,Down
0.540,-1.325,0.231,Down
0.646,-1.770,0.228,Down
0.753,-2.216,0.220,Down
0.858,-2.651,0.226,Down
0.965,-3.095,0.231,Down
1.071,-3.536,0.228,Down
1.175,-3.970,0.228,Down
1.279,-4.401,0.233,Down
1.380,-4.825,0.222,Down
1.485,-5.263,0.233,Down
1.587,-5.688,0.228,Down
1.694,-6.133,0.239,Down
1.801,-6.575,0.237,Down
1.906,-7.011,0.224,Down
2.008,-7.438,0.228,Down
2.115,-7.883,0.226,Down
2.218,-8.311,0.222,Down
2.325,-8.756,0.237,Down
2.431,-9.200,0.235,Down
2.537,-9.640,0.235,Down
2.644,-10.085,0.226,Down
2.747,-10.513,0.233,Down
2.853,-10.958,0.235,Down
2.959,-11.396,0.224,Down
3.060,-11.820,0.237,Down
3.163,-12.245,0.224,Down
3.270,-12.691,0.071,Down
3.377,-13.136,0.050,Down
3.482,-13.576,0.025,Down
3.589,-14.021,-0.058,Down
3.696,-14.435,-0.193,Down
3.800,-14.730,-0.819,Down
3.907,-14.921,-4.454,Down
4.118,-15.000,-8.917,Down
4.225,-14.948,-11.901,Up
4.332,-14.783,-13.382,Up
4.439,-14.503,-13.175,Up
4.546,-14.109,-11.874,Up
4.651,-13.670,-10.139,Up
4.755,-13.239,-6.533,Up
4.861,-12.798,-1.359,Up
4.966,-12.359,3.872,Up
5.073,-11.914,4.268,Up
5.180,-11.469,3.739,Up
5.286,-11.025,3.237,Up
5.392,-10.585,1.691,Up
5.497,-10.150,1.272,Up
5.603,-9.705,1.021,Up
5.708,-9.269,0.884,Up
5.815,-8.824,0.741,Up
5.921,-8.384,0.623,Up
6.028,-7.939,0.560,Up
6.134,-7.494,0.498,Up
6.241,-7.049,0.457,Up
6.348,-6.603,0.419,Up
6.455,-6.160,0.394,Up
6.562,-5.716,0.376,Up
6.666,-5.281,0.357,Up
6.773,-4.838,0.340,Up
6.875,-4.409,0.320,Up
6.977,-3.984,0.324,Up
7.084,-3.540,0.307,Up
7.191,-3.095,0.299,Up
7.298,-2.651,0.301,Up
7.404,-2.206,0.287,Up
7.508,-1.774,0.280,Up
7.615,-1.329,0.280,Up
7.720,-0.891,0.274,Up
7.827,-0.499,0.278,Up
7.934,-0.219,0.262,Up
8.037,-0.056,0.268,Up
