Well,ElasticModulus,Std,PoissonRatio,SampleHeight,R2
A5,226229.0,38558.0,0.5,9.0,0.754
A6,2979733.0,14268.0,0.5,8.7,1.0
B5,137986.0,35853.0,0.5,9.0,0.642
B6,3233646.0,45913.0,0.5,9.5,0.996
C5,978669.0,26171.0,0.5,8.9,0.985
C6,3135622.0,53071.0,0.5,9.4,0.995
