Test_Time,2025-07-11 04:33:38
Well,B5
Target_Z(mm),-15.000
Force_Limit(N),45.0
Force_Exceeded,False
Stop_Z(mm),N/A
Sampling_Period(ms),20
Well_X(mm),107.500
Well_Y(mm),84.000

Timestamp(s),Z_Position(mm),Force(N),Movement
0.020,-0.053,0.231,Down
0.226,-0.221,0.235,Down
0.332,-0.501,0.226,Down
0.437,-0.886,0.224,Down
0.541,-1.379,0.239,Down
0.648,-1.998,0.233,Down
0.757,-2.755,0.239,Down
0.862,-3.578,0.237,Down
0.967,-4.449,0.235,Down
1.070,-5.313,0.237,Down
1.175,-6.181,0.235,Down
1.279,-7.050,0.235,Down
1.385,-7.931,0.239,Down
1.491,-8.813,0.243,Down
1.595,-9.684,0.235,Down
1.698,-10.541,0.235,Down
1.805,-11.429,0.228,Down
1.912,-12.278,-0.377,Down
2.016,-12.990,-0.514,Down
2.119,-13.589,-0.145,Down
2.224,-14.091,-0.178,Down
2.331,-14.489,-1.703,Down
2.438,-14.775,-5.791,Down
2.541,-14.940,-9.745,Down
2.747,-15.000,-12.542,Down
2.849,-14.954,-14.109,Up
2.952,-14.801,-14.192,Up
3.058,-14.535,-12.959,Up
3.164,-14.153,-11.584,Up
3.266,-13.680,-8.415,Up
3.373,-13.071,-3.654,Up
3.481,-12.348,2.235,Up
3.588,-11.508,5.011,Up
3.692,-10.644,4.243,Up
3.799,-9.750,3.685,Up
3.907,-8.858,2.229,Up
4.009,-8.001,1.571,Up
4.112,-7.146,1.446,Up
4.218,-6.266,1.231,Up
4.325,-5.374,1.031,Up
4.429,-4.504,0.874,Up
4.534,-3.635,0.724,Up
4.637,-2.810,0.608,Up
4.743,-2.069,0.525,Up
4.848,-1.451,0.453,Up
4.954,-0.938,0.405,Up
5.061,-0.531,0.363,Up
5.168,-0.240,0.334,Up
5.276,-0.063,0.314,Up
