Test_Time,2025-07-18 02:25:23
Well,C6
Target_Z(mm),-13.000
Step_Size(mm),0.100
Force_Limit(N),30.0
Baseline_Force(N),1.815
Baseline_Std(N),0.003

Timestamp(s),Z_Position(mm),Raw_Force(N),Corrected_Force(N)
1752819914.160,-9.501,1.812,-0.003
1752819914.231,-9.531,1.812,-0.003
1752819914.300,-9.589,1.816,0.001
1752819914.369,-9.611,1.820,0.005
1752819914.439,-9.645,1.809,-0.005
1752819914.508,-9.694,1.818,0.003
1752819914.578,-9.725,1.814,-0.001
1752819914.647,-9.758,1.818,0.003
1752819914.716,-9.801,1.814,-0.001
1752819914.784,-9.834,1.812,-0.003
1752819914.853,-9.865,1.816,0.001
1752819914.922,-9.910,1.818,0.003
1752819914.992,-9.944,1.812,-0.003
1752819915.061,-9.973,1.814,-0.001
1752819915.131,-10.020,1.816,0.001
1752819915.201,-10.054,1.812,-0.003
1752819915.269,-10.080,1.812,-0.003
1752819915.338,-10.125,1.812,-0.003
1752819915.407,-10.164,1.805,-0.010
1752819915.476,-10.193,1.785,-0.030
1752819915.545,-10.236,1.753,-0.061
1752819915.615,-10.275,1.735,-0.080
1752819915.686,-10.300,1.706,-0.109
1752819915.755,-10.344,1.664,-0.151
1752819915.823,-10.383,1.658,-0.157
1752819915.891,-10.410,1.625,-0.190
1752819915.959,-10.451,1.558,-0.256
1752819916.026,-10.489,1.529,-0.286
1752819916.094,-10.519,1.480,-0.335
1752819916.162,-10.556,1.421,-0.393
1752819916.231,-10.600,1.365,-0.449
1752819916.298,-10.630,1.314,-0.501
1752819916.366,-10.666,1.220,-0.595
1752819916.434,-10.709,1.131,-0.684
1752819916.501,-10.740,1.081,-0.734
1752819916.569,-10.774,0.977,-0.837
1752819916.637,-10.816,0.857,-0.958
1752819916.705,-10.849,0.762,-1.053
1752819916.773,-10.886,0.596,-1.219
1752819916.842,-10.923,0.467,-1.348
1752819916.914,-10.959,0.314,-1.501
1752819916.983,-11.000,0.141,-1.674
1752819917.053,-11.031,0.033,-1.781
1752819917.123,-11.068,-0.170,-1.985
1752819917.193,-11.110,-0.377,-2.192
1752819917.263,-11.144,-0.531,-2.346
1752819917.332,-11.179,-0.774,-2.589
1752819917.401,-11.218,-1.021,-2.835
1752819917.471,-11.254,-1.270,-3.084
1752819917.541,-11.293,-1.556,-3.371
1752819917.609,-11.328,-1.813,-3.628
1752819917.678,-11.366,-2.189,-4.004
1752819917.746,-11.406,-2.512,-4.327
1752819917.813,-11.435,-2.736,-4.551
1752819917.881,-11.478,-3.205,-5.020
1752819917.949,-11.516,-3.548,-5.363
1752819918.017,-11.546,-3.824,-5.639
1752819918.085,-11.586,-4.237,-6.051
1752819918.153,-11.625,-4.608,-6.423
1752819918.221,-11.656,-4.948,-6.763
1752819918.290,-11.694,-5.386,-7.201
1752819918.358,-11.734,-5.822,-7.637
1752819918.426,-11.766,-6.189,-8.004
1752819918.494,-11.801,-6.604,-8.419
1752819918.562,-11.843,-7.119,-8.933
1752819918.629,-11.875,-7.490,-9.305
1752819918.697,-11.908,-7.868,-9.682
1752819918.765,-11.949,-8.386,-10.201
1752819918.833,-11.983,-8.722,-10.537
1752819918.901,-12.018,-9.187,-11.002
1752819918.970,-12.060,-9.747,-11.562
1752819919.039,-12.095,-10.181,-11.996
1752819919.107,-12.126,-10.590,-12.405
1752819919.176,-12.166,-11.131,-12.946
1752819919.246,-12.203,-11.571,-13.386
1752819919.315,-12.238,-12.067,-13.882
1752819919.383,-12.275,-12.565,-14.380
1752819919.451,-12.313,-13.142,-14.957
1752819919.520,-12.349,-13.642,-15.457
1752819919.589,-12.383,-14.100,-15.915
1752819919.660,-12.424,-14.729,-16.544
1752819919.731,-12.463,-15.285,-17.100
1752819919.802,-12.494,-15.775,-17.590
1752819919.872,-12.534,-16.437,-18.251
1752819919.942,-12.575,-16.999,-18.814
1752819920.010,-12.609,-17.526,-19.341
1752819920.079,-12.645,-18.126,-19.940
1752819920.147,-12.683,-18.684,-20.499
1752819920.217,-12.719,-19.277,-21.092
1752819920.287,-12.758,-19.843,-21.658
1752819920.356,-12.791,-20.325,-22.140
1752819920.425,-12.826,-20.846,-22.660
1752819920.493,-12.866,-21.458,-23.273
1752819920.564,-12.901,-21.864,-23.679
1752819920.634,-12.940,-21.933,-23.748
1752819920.704,-12.978,-21.856,-23.671
1752819920.773,-13.010,-21.929,-23.744
