Test_Time,2025-07-15 19:38:31
Well,A1
Target_Z(mm),-14.000
Force_Limit(N),45.0
Force_Exceeded,False
Stop_Z(mm),N/A
Sampling_Period(ms),10
Well_X(mm),97.000
Well_Y(mm),58.500

Timestamp(s),Z_Position(mm),Force(N),Movement
0.011,-0.054,2.146,Down
0.223,-0.218,2.131,Down
0.326,-0.486,2.139,Down
0.431,-0.833,2.139,Down
0.536,-1.183,2.133,Down
0.643,-1.540,2.133,Down
0.750,-1.896,2.131,Down
0.857,-2.253,2.127,Down
0.964,-2.608,2.144,Down
1.071,-2.964,2.139,Down
1.175,-3.313,2.139,Down
1.282,-3.669,2.141,Down
1.388,-4.020,2.141,Down
1.494,-4.374,2.131,Down
1.600,-4.726,2.144,Down
1.707,-5.081,2.146,Down
1.809,-5.423,2.141,Down
1.916,-5.779,2.141,Down
2.023,-6.136,2.137,Down
2.125,-6.476,2.141,Down
2.232,-6.834,2.137,Down
2.339,-7.190,2.141,Down
2.443,-7.534,2.135,Down
2.546,-7.879,2.137,Down
2.652,-8.231,2.148,Down
2.757,-8.580,2.137,Down
2.860,-8.925,2.129,Down
2.967,-9.280,2.137,Down
3.073,-9.633,2.065,Down
3.180,-9.990,1.081,Down
3.284,-10.338,1.002,Down
3.389,-10.688,1.172,Down
3.497,-11.045,1.392,Down
3.603,-11.398,1.523,Down
3.710,-11.755,1.662,Down
3.813,-12.098,1.681,Down
3.918,-12.450,1.363,Down
4.022,-12.794,0.699,Down
4.128,-13.148,-0.282,Down
4.235,-13.501,-1.521,Down
4.339,-13.778,-1.869,Down
4.446,-13.945,-1.842,Down
4.655,-14.000,-2.106,Down
4.761,-13.949,-2.077,Up
4.866,-13.786,-1.950,Up
4.970,-13.519,-1.878,Up
5.076,-13.169,-1.589,Up
5.183,-12.813,-1.234,Up
5.290,-12.455,0.081,Up
5.396,-12.101,2.065,Up
5.501,-11.751,3.681,Up
5.606,-11.400,3.729,Up
5.710,-11.054,3.513,Up
5.815,-10.708,3.500,Up
5.920,-10.358,3.334,Up
6.026,-10.001,2.988,Up
6.131,-9.653,2.569,Up
6.235,-9.305,2.366,Up
6.342,-8.950,2.260,Up
6.449,-8.594,2.229,Up
6.555,-8.241,2.212,Up
6.663,-7.879,2.202,Up
6.771,-7.521,2.162,Up
6.877,-7.169,2.256,Up
6.980,-6.824,2.276,Up
7.083,-6.481,2.272,Up
7.189,-6.128,2.266,Up
7.295,-5.776,2.272,Up
7.399,-5.428,2.270,Up
7.502,-5.085,2.258,Up
7.604,-4.744,2.262,Up
7.711,-4.386,2.256,Up
7.815,-4.044,2.245,Up
7.919,-3.695,2.247,Up
8.026,-3.339,2.247,Up
8.132,-2.986,2.237,Up
8.235,-2.644,2.229,Up
8.341,-2.290,2.216,Up
8.446,-1.943,2.204,Up
8.551,-1.589,2.202,Up
8.658,-1.235,2.197,Up
8.762,-0.889,2.214,Up
8.869,-0.534,2.202,Up
8.971,-0.251,2.195,Up
9.075,-0.073,2.183,Up
