Test_Time,2025-07-16 15:42:54
Well,A2
Target_Z(mm),-14.000
Force_Limit(N),45.0
Force_Exceeded,False
Stop_Z(mm),N/A
Sampling_Period(ms),10
Well_X(mm),99.000
Well_Y(mm),57.500

Timestamp(s),Z_Position(mm),Force(N),Movement
0.013,-0.063,2.129,Down
0.231,-0.234,2.119,Down
0.335,-0.513,2.123,Down
0.439,-0.858,2.127,Down
0.544,-1.208,2.127,Down
0.649,-1.556,2.121,Down
0.753,-1.903,2.135,Down
0.857,-2.251,2.133,Down
0.961,-2.596,2.117,Down
1.066,-2.946,2.127,Down
1.171,-3.295,2.119,Down
1.275,-3.643,2.121,Down
1.380,-3.990,2.131,Down
1.485,-4.341,2.127,Down
1.589,-4.690,2.112,Down
1.693,-5.035,2.127,Down
1.797,-5.381,2.131,Down
1.901,-5.728,2.125,Down
2.005,-6.074,2.112,Down
2.109,-6.420,2.110,Down
2.213,-6.769,2.110,Down
2.317,-7.115,2.106,Down
2.422,-7.464,2.123,Down
2.526,-7.810,2.121,Down
2.630,-8.158,2.108,Down
2.735,-8.505,2.127,Down
2.839,-8.853,2.133,Down
2.946,-9.211,2.112,Down
3.050,-9.556,2.110,Down
3.154,-9.901,2.123,Down
3.258,-10.248,2.121,Down
3.362,-10.594,2.129,Down
3.466,-10.940,2.075,Down
3.569,-11.285,1.762,Down
3.673,-11.631,1.685,Down
3.777,-11.979,1.899,Down
3.881,-12.323,1.899,Down
3.985,-12.669,1.861,Down
4.088,-13.015,1.809,Down
4.192,-13.360,1.803,Down
4.296,-13.674,1.780,Down
4.399,-13.885,1.772,Down
4.503,-13.989,1.762,Down
4.708,-14.000,1.729,Down
4.812,-13.949,1.697,Up
4.915,-13.791,1.673,Up
5.019,-13.525,1.704,Up
5.123,-13.183,1.708,Up
5.226,-12.838,2.395,Up
5.330,-12.493,2.386,Up
5.434,-12.144,2.324,Up
5.539,-11.798,2.291,Up
5.642,-11.451,2.264,Up
5.747,-11.104,2.189,Up
5.851,-10.758,2.168,Up
5.955,-10.411,2.160,Up
6.059,-10.064,2.133,Up
6.163,-9.718,2.119,Up
6.267,-9.371,2.092,Up
6.371,-9.026,2.067,Up
6.474,-8.680,2.108,Up
6.578,-8.333,2.127,Up
6.683,-7.986,2.125,Up
6.786,-7.641,2.123,Up
6.890,-7.295,2.127,Up
6.994,-6.949,2.112,Up
7.098,-6.601,2.123,Up
7.202,-6.255,2.121,Up
7.306,-5.910,2.110,Up
7.410,-5.564,2.139,Up
7.514,-5.218,2.135,Up
7.618,-4.871,2.131,Up
7.722,-4.523,2.135,Up
7.827,-4.175,2.125,Up
7.931,-3.829,2.131,Up
8.035,-3.481,2.137,Up
8.139,-3.136,2.119,Up
8.243,-2.789,2.121,Up
8.352,-2.424,2.123,Up
8.458,-2.070,2.125,Up
8.566,-1.710,2.123,Up
8.674,-1.351,2.123,Up
8.781,-0.996,2.131,Up
8.889,-0.638,2.127,Up
8.997,-0.313,2.127,Up
9.105,-0.101,2.125,Up
9.209,-0.008,2.121,Up
