Test_Time,2025-07-16 15:42:42
Well,A1
Target_Z(mm),-14.000
Force_Limit(N),45.0
Force_Exceeded,False
Stop_Z(mm),N/A
Sampling_Period(ms),10
Well_X(mm),99.000
Well_Y(mm),48.500

Timestamp(s),Z_Position(mm),Force(N),Movement
0.012,-0.061,2.114,Down
0.232,-0.231,2.121,Down
0.336,-0.509,2.125,Down
0.441,-0.858,2.125,Down
0.546,-1.208,2.123,Down
0.651,-1.555,2.123,Down
0.754,-1.901,2.123,Down
0.862,-2.260,2.112,Down
0.966,-2.606,2.114,Down
1.070,-2.953,2.123,Down
1.176,-3.308,2.119,Down
1.280,-3.653,2.123,Down
1.385,-4.000,2.131,Down
1.488,-4.346,2.125,Down
1.593,-4.698,2.119,Down
1.698,-5.045,2.114,Down
1.802,-5.390,2.125,Down
1.905,-5.735,2.119,Down
2.009,-6.080,2.108,Down
2.112,-6.425,2.110,Down
2.216,-6.770,2.131,Down
2.320,-7.115,2.117,Down
2.424,-7.461,2.119,Down
2.528,-7.809,2.127,Down
2.631,-8.154,2.121,Down
2.735,-8.499,2.127,Down
2.839,-8.845,2.117,Down
2.942,-9.190,2.125,Down
3.046,-9.536,2.125,Down
3.150,-9.883,2.131,Down
3.254,-10.229,2.125,Down
3.358,-10.575,1.953,Down
3.463,-10.923,1.446,Down
3.567,-11.271,1.394,Down
3.671,-11.616,1.577,Down
3.775,-11.964,1.664,Down
3.879,-12.311,1.594,Down
3.984,-12.658,1.133,Down
4.087,-13.003,0.226,Down
4.191,-13.349,-1.268,Down
4.295,-13.666,-3.301,Down
4.400,-13.883,-5.948,Down
4.506,-13.989,-9.069,Down
4.711,-14.000,-11.835,Down
4.815,-13.949,-13.237,Up
4.920,-13.789,-13.391,Up
5.024,-13.521,-12.426,Up
5.128,-13.179,-11.671,Up
5.232,-12.833,-10.359,Up
5.336,-12.484,-7.411,Up
5.440,-12.138,-3.145,Up
5.545,-11.789,1.747,Up
5.651,-11.436,5.148,Up
5.756,-11.088,3.996,Up
5.860,-10.739,3.770,Up
5.965,-10.389,3.612,Up
6.069,-10.044,3.399,Up
6.173,-9.696,2.934,Up
6.278,-9.346,2.428,Up
6.383,-8.998,2.368,Up
6.487,-8.653,2.274,Up
6.592,-8.300,2.274,Up
6.696,-7.953,2.357,Up
6.801,-7.605,2.334,Up
6.905,-7.259,2.307,Up
7.009,-6.913,2.312,Up
7.116,-6.558,2.305,Up
7.221,-6.206,2.297,Up
7.326,-5.854,2.285,Up
7.436,-5.491,2.280,Up
7.541,-5.141,2.274,Up
7.649,-4.779,2.256,Up
7.757,-4.421,2.260,Up
7.864,-4.065,2.243,Up
7.971,-3.705,2.239,Up
8.078,-3.351,2.227,Up
8.184,-2.995,2.229,Up
8.293,-2.636,2.212,Up
8.405,-2.263,2.222,Up
8.509,-1.914,2.200,Up
8.614,-1.566,2.197,Up
8.718,-1.220,2.197,Up
8.822,-0.874,2.168,Up
8.925,-0.529,2.177,Up
9.029,-0.245,2.173,Up
9.133,-0.070,2.166,Up
