Test_Time,2025-07-11 04:51:27
Well,C5
Target_Z(mm),-15.000
Force_Limit(N),45.0
Force_Exceeded,False
Stop_Z(mm),N/A
Sampling_Period(ms),20
Well_X(mm),116.500
Well_Y(mm),84.000

Timestamp(s),Z_Position(mm),Force(N),Movement
0.020,-0.053,0.193,Down
0.223,-0.219,0.210,Down
0.329,-0.500,0.206,Down
0.436,-0.895,0.204,Down
0.543,-1.339,0.208,Down
0.650,-1.785,0.208,Down
0.757,-2.229,0.206,Down
0.861,-2.663,0.201,Down
0.968,-3.108,0.210,Down
1.073,-3.548,0.206,Down
1.180,-3.991,0.210,Down
1.287,-4.438,0.212,Down
1.394,-4.883,0.206,Down
1.500,-5.324,0.197,Down
1.607,-5.769,0.210,Down
1.712,-6.208,0.206,Down
1.819,-6.653,0.201,Down
1.925,-7.094,0.218,Down
2.032,-7.538,0.210,Down
2.139,-7.984,0.206,Down
2.244,-8.424,0.204,Down
2.351,-8.868,0.216,Down
2.454,-9.294,0.212,Down
2.558,-9.728,0.208,Down
2.665,-10.174,0.220,Down
2.772,-10.618,0.210,Down
2.878,-11.058,0.214,Down
2.985,-11.504,0.210,Down
3.091,-11.949,-0.456,Down
3.196,-12.385,-0.645,Down
3.303,-12.830,-0.514,Down
3.410,-13.275,-0.861,Down
3.517,-13.720,-3.288,Down
3.621,-14.153,-9.430,Down
3.728,-14.536,-15.042,Down
3.833,-14.801,-20.202,Down
3.940,-14.956,-24.788,Down
4.146,-15.000,-29.861,Down
4.253,-14.948,-33.095,Up
4.355,-14.790,-34.710,Up
4.457,-14.531,-34.562,Up
4.561,-14.158,-32.029,Up
4.666,-13.720,-31.386,Up
4.773,-13.276,-27.637,Up
4.875,-12.851,-23.265,Up
4.982,-12.408,-16.244,Up
5.089,-11.961,-7.177,Up
5.195,-11.518,2.108,Up
5.302,-11.073,6.382,Up
5.407,-10.638,4.990,Up
5.514,-10.191,4.081,Up
5.620,-9.748,3.507,Up
5.727,-9.303,3.044,Up
5.834,-8.859,2.648,Up
5.937,-8.429,2.245,Up
6.044,-7.984,1.029,Up
6.149,-7.549,0.724,Up
6.253,-7.115,0.641,Up
6.357,-6.681,0.583,Up
6.461,-6.249,0.533,Up
6.568,-5.804,0.477,Up
6.674,-5.360,0.421,Up
6.781,-4.916,0.388,Up
6.884,-4.488,0.349,Up
6.990,-4.044,0.330,Up
7.094,-3.611,0.320,Up
7.199,-3.176,0.305,Up
7.305,-2.733,0.287,Up
7.412,-2.286,0.284,Up
7.515,-1.858,0.264,Up
7.622,-1.413,0.260,Up
7.728,-0.973,0.260,Up
7.833,-0.569,0.255,Up
7.940,-0.265,0.243,Up
8.047,-0.076,0.237,Up
