Test_Time,2025-07-11 04:51:02
Well,B6
Target_Z(mm),-15.000
Force_Limit(N),45.0
Force_Exceeded,True
Stop_Z(mm),-14.506
Sampling_Period(ms),20
Well_X(mm),107.500
Well_Y(mm),93.000

Timestamp(s),Z_Position(mm),Force(N),Movement
0.021,-0.054,0.216,Down
0.223,-0.221,0.212,Down
0.330,-0.503,0.216,Down
0.437,-0.898,0.214,Down
0.542,-1.339,0.214,Down
0.648,-1.779,0.218,Down
0.755,-2.224,0.220,Down
0.859,-2.654,0.218,Down
0.965,-3.100,0.226,Down
1.072,-3.545,0.216,Down
1.178,-3.986,0.222,Down
1.280,-4.411,0.220,Down
1.387,-4.856,0.224,Down
1.494,-5.301,0.222,Down
1.601,-5.746,0.222,Down
1.706,-6.183,0.218,Down
1.813,-6.629,0.220,Down
1.918,-7.065,0.216,Down
2.025,-7.510,0.220,Down
2.129,-7.946,0.226,Down
2.236,-8.391,0.218,Down
2.343,-8.837,0.216,Down
2.451,-9.283,0.218,Down
2.553,-9.710,0.228,Down
2.660,-10.156,0.226,Down
2.767,-10.600,0.218,Down
2.871,-11.035,0.222,Down
2.977,-11.475,0.170,Down
3.084,-11.920,-3.529,Down
3.191,-12.365,-10.857,Down
3.297,-12.805,-18.397,Down
3.403,-13.249,-24.572,Down
3.507,-13.684,-32.205,Down
3.613,-14.123,-39.938,Down
3.718,-14.506,-48.709,Down
4.133,-14.999,-58.228,Down
4.238,-14.999,-65.965,Down
4.344,-14.999,-65.965,Down
4.451,-14.999,-65.967,Down
4.558,-14.999,-65.967,Down
5.485,-15.000,-65.961,Down
5.591,-14.949,-65.967,Up
5.693,-14.794,-65.961,Up
5.800,-14.520,-65.961,Up
5.906,-14.139,-65.963,Up
6.012,-13.695,-65.965,Up
6.119,-13.251,-65.965,Up
6.224,-12.811,-65.961,Up
6.327,-12.383,-65.963,Up
6.434,-11.939,-65.961,Up
6.541,-11.493,-65.965,Up
6.648,-11.049,-65.965,Up
6.754,-10.604,-65.967,Up
6.861,-10.160,-65.961,Up
6.968,-9.715,-65.963,Up
7.074,-9.273,-65.961,Up
7.181,-8.829,-65.959,Up
7.287,-8.386,-65.967,Up
7.394,-7.941,-61.792,Up
7.497,-7.511,-51.773,Up
7.600,-7.085,-43.447,Up
7.706,-6.641,-33.112,Up
7.810,-6.206,-24.211,Up
7.913,-5.781,-16.540,Up
8.017,-5.350,-7.884,Up
8.123,-4.905,0.046,Up
8.225,-4.480,5.519,Up
8.332,-4.036,2.521,Up
8.439,-3.591,0.438,Up
8.546,-3.146,0.272,Up
8.650,-2.710,0.195,Up
8.757,-2.266,0.166,Up
8.864,-1.821,0.143,Up
8.971,-1.376,0.143,Up
9.078,-0.931,0.131,Up
9.185,-0.527,0.133,Up
9.292,-0.238,0.137,Up
9.396,-0.065,0.141,Up
