Test_Time,2025-07-14 21:21:44
Well,A1
Target_Z(mm),-14.000
Force_Limit(N),45.0
Force_Exceeded,False
Stop_Z(mm),N/A
Sampling_Period(ms),10
Well_X(mm),98.500
Well_Y(mm),48.000

Timestamp(s),Z_Position(mm),Force(N),Movement
0.011,-0.050,2.087,Down
0.223,-0.215,2.092,Down
0.327,-0.486,2.085,Down
0.432,-0.835,2.092,Down
0.535,-1.179,2.085,Down
0.642,-1.535,2.094,Down
0.750,-1.893,2.092,Down
0.855,-2.241,2.094,Down
0.960,-2.594,2.083,Down
1.067,-2.950,2.087,Down
1.170,-3.294,2.085,Down
1.278,-3.651,2.085,Down
1.384,-4.006,2.094,Down
1.487,-4.346,2.096,Down
1.592,-4.698,2.090,Down
1.698,-5.052,2.079,Down
1.805,-5.409,2.096,Down
1.910,-5.758,2.085,Down
2.017,-6.114,2.090,Down
2.123,-6.465,2.092,Down
2.230,-6.823,2.087,Down
2.336,-7.175,2.096,Down
2.441,-7.526,2.090,Down
2.548,-7.883,2.092,Down
2.652,-8.230,2.085,Down
2.759,-8.585,2.087,Down
2.864,-8.936,2.087,Down
2.968,-9.281,0.573,Down
3.074,-9.635,-0.070,Down
3.177,-9.976,-0.853,Down
3.282,-10.330,-0.344,Down
3.390,-10.685,-1.508,Down
3.494,-11.035,-1.402,Down
3.601,-11.391,-1.421,Down
3.706,-11.741,-1.286,Down
3.809,-12.084,-1.182,Down
3.916,-12.440,-1.116,Down
4.023,-12.795,-1.102,Down
4.130,-13.153,-0.826,Down
4.235,-13.501,-1.135,Down
4.342,-13.780,-0.745,Down
4.446,-13.945,-1.153,Down
4.655,-14.000,1.023,Down
4.761,-13.951,2.100,Up
4.866,-13.791,2.117,Up
4.971,-13.525,2.123,Up
5.074,-13.184,2.112,Up
5.176,-12.843,2.114,Up
5.281,-12.493,2.119,Up
5.388,-12.139,2.125,Up
5.491,-11.793,2.123,Up
5.595,-11.448,2.123,Up
5.702,-11.089,2.123,Up
5.809,-10.735,2.121,Up
5.915,-10.384,2.114,Up
6.021,-10.028,2.123,Up
6.128,-9.671,2.119,Up
6.231,-9.328,2.125,Up
6.338,-8.970,2.112,Up
6.445,-8.616,2.125,Up
6.550,-8.269,2.125,Up
6.657,-7.911,2.114,Up
6.763,-7.556,2.123,Up
6.869,-7.204,2.123,Up
6.976,-6.848,2.123,Up
7.083,-6.491,2.114,Up
7.190,-6.134,2.121,Up
7.294,-5.789,2.131,Up
7.398,-5.440,2.110,Up
7.502,-5.095,2.125,Up
7.609,-4.741,2.117,Up
7.715,-4.385,2.114,Up
7.821,-4.032,2.123,Up
7.925,-3.686,2.129,Up
8.032,-3.330,2.117,Up
8.137,-2.981,2.119,Up
8.244,-2.625,2.119,Up
8.351,-2.268,2.129,Up
8.455,-1.920,2.108,Up
8.560,-1.571,2.119,Up
8.668,-1.211,2.119,Up
8.773,-0.861,2.129,Up
8.877,-0.518,2.121,Up
8.983,-0.231,2.125,Up
9.088,-0.061,2.117,Up
